Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
15,361.55,361.04,361.2,361.98,361.12,362.87,361.36,361.69,356.76,324.13,201.44,316.258790134075,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,334.176495343726,376.119000142017,0.1575,25900,3,0.76
16,361.65,361.07,361.28,362.07,361.19,362.98,361.45,361.83,356.99,324.35,202.07,316.302184131727,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,334.223848101758,376.166352900049,0.1575,25900,3,0.76
17,361.73,361.1,361.35,362.17,361.24,363.07,361.54,361.92,357.23,324.58,202.59,316.345574386937,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,334.271197358914,376.213702157204,0.1575,25900,3,0.76
18,361.82,361.11,361.39,362.24,361.29,363.14,361.6,361.98,357.46,324.81,203.17,316.38896089937,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,334.318543114723,376.261047913013,0.1575,25900,3,0.76
19,361.89,361.09,361.45,362.33,361.33,363.23,361.62,362.1,357.67,325.06,203.78,316.432343668694,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,334.365885368713,376.308390167003,0.1575,25900,3,0.76
20,361.96,361.08,361.52,362.41,361.36,363.3,361.65,362.22,357.85,325.33,204.34,316.475722694577,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,334.413224120413,376.355728918704,0.1575,25900,3,0.76
21,361.98,361.08,361.57,362.48,361.4,363.35,361.67,362.33,358.03,325.58,204.95,316.519097976685,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,334.460559369354,376.403064167645,0.1575,25900,3,0.76
22,362.01,361.1,361.62,362.55,361.44,363.39,361.69,362.42,358.23,325.82,205.43,316.562469514686,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,334.507891115063,376.450395913353,0.1575,25900,3,0.76
23,362.03,361.11,361.67,362.59,361.47,363.41,361.7,362.5,358.43,326.08,206.1,316.605837308248,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,334.55521935707,376.49772415536,0.1575,25900,3,0.76
24,362.06,361.15,361.7,362.62,361.5,363.42,361.71,362.53,358.69,326.44,206.5,316.649201357039,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,334.602544094904,376.545048893194,0.1575,25900,3,0.76
25,362.1,361.17,361.74,362.66,361.54,363.43,361.75,362.54,358.97,326.8,207.06,316.692561660726,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,334.649865328094,376.592370126385,0.1575,25900,3,0.76
26,362.12,361.17,361.75,362.67,361.56,363.44,361.82,362.55,359.13,327.03,207.6,316.735918218977,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,334.697183056172,376.639687854462,0.1575,25900,3,0.76
27,362.16,361.2,361.74,362.69,361.57,363.47,361.87,362.6,359.28,327.27,207.96,316.779271031461,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,334.744497278664,376.687002076955,0.1575,25900,3,0.76
28,362.22,361.21,361.73,362.71,361.59,363.51,361.9,362.65,359.4,327.51,208.53,316.822620097845,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,334.791807995103,376.734312793393,0.1575,25900,3,0.76
29,362.27,361.25,361.7,362.7,361.62,363.54,361.89,362.7,359.45,327.73,209.03,316.865965417798,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,334.839115205016,376.781620003307,0.1575,25900,3,0.76
30,362.32,361.28,361.67,362.69,361.64,363.58,361.8,362.75,359.48,327.97,209.49,316.909306990989,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,334.886418907936,376.828923706226,0.1575,25900,3,0.76
31,362.35,361.33,361.64,362.68,361.66,363.6,361.67,362.77,359.5,328.2,209.94,316.952644817086,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,334.933719103391,376.876223901682,0.1575,25900,3,0.76
