Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Depth_1,Depth_2,Depth_3,Depth_4,Depth_5,Depth_6,Depth_7,Depth_8,Depth_9,Depth_10,Depth_11,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
16,368.25,370.51,372.5,373.49,372.94,375.18,372.81,373.74,372.6,379.95,357.79,0,,,,,,,,,,,0,,,,,,,,,,
17,368.18,370.5,372.48,373.47,372.92,375.16,372.81,373.75,372.61,380.71,357.83,0,,,,,,,,,,,0,,,,,,,,,,
18,368.12,370.47,372.46,373.45,372.92,375.16,372.83,373.73,372.6,380.32,357.87,0,,,,,,,,,,,0,,,,,,,,,,
19,368.08,370.46,372.45,373.44,372.91,375.15,372.83,373.72,372.6,380.45,357.92,0,,,,,,,,,,,0,,,,,,,,,,
20,368.03,370.44,372.43,373.42,372.9,375.14,372.85,373.73,372.61,381.7,357.99,0,,,,,,,,,,,0,,,,,,,,,,
21,368,370.41,372.41,373.41,372.88,375.14,372.85,373.77,372.64,382.33,358.04,0,,,,,,,,,,,0,,,,,,,,,,
22,367.97,370.39,372.41,373.39,372.87,375.13,372.86,373.79,372.7,382.02,358.07,0,,,,,,,,,,,0,,,,,,,,,,
23,367.92,370.35,372.38,373.39,372.85,375.12,372.87,373.81,372.76,382.06,358.05,0,,,,,,,,,,,0,,,,,,,,,,
24,367.87,370.3,372.38,373.37,372.85,375.12,372.93,373.86,372.8,382.01,358.08,0,,,,,,,,,,,0,,,,,,,,,,
25,367.83,370.28,372.36,373.36,372.84,375.12,372.97,373.92,372.82,381.64,358.15,0,,,,,,,,,,,0,,,,,,,,,,
26,367.78,370.27,372.36,373.35,372.83,375.12,372.98,373.95,372.89,381.93,358.25,0,,,,,,,,,,,0,,,,,,,,,,
27,367.72,370.24,372.34,373.35,372.81,375.13,373.02,373.97,372.97,381.99,358.38,0,,,,,,,,,,,0,,,,,,,,,,
28,367.64,370.24,372.35,373.34,372.8,375.16,373.06,374,373.12,381.9,358.47,0,,,,,,,,,,,0,,,,,,,,,,
29,367.56,370.22,372.36,373.34,372.8,375.15,373.1,374.03,373.3,379.92,358.48,0,,,,,,,,,,,0,,,,,,,,,,
30,367.49,370.19,372.36,373.34,372.81,375.17,373.13,374.03,373.51,379.15,358.43,0,,,,,,,,,,,0,,,,,,,,,,
31,367.41,370.22,372.35,373.34,372.82,375.17,373.13,374.21,373.71,378.84,358.37,0,,,,,,,,,,,0,,,,,,,,,,
32,367.42,370.41,372.37,373.38,372.84,375.19,373.18,374.36,373.88,378.14,358.31,0,,,,,,,,,,,0,,,,,,,,,,
33,367.75,370.58,372.41,373.42,372.9,375.24,373.31,374.44,373.89,378.02,358.24,0,,,,,,,,,,,0,,,,,,,,,,
34,368.17,370.62,372.43,373.46,372.96,375.28,373.41,374.45,373.81,378.03,358.14,0,,,,,,,,,,,0,,,,,,,,,,
35,368.47,370.61,372.46,373.49,373.01,375.33,373.46,374.36,373.7,378.01,358.05,0,,,,,,,,,,,0,,,,,,,,,,
36,368.72,370.59,372.5,373.53,373.08,375.35,373.49,374.29,373.59,377.36,357.96,0,,,,,,,,,,,0,,,,,,,,,,
37,368.97,370.58,372.53,373.61,373.13,375.37,373.53,374.28,373.5,376.93,357.91,0,,,,,,,,,,,0,,,,,,,,,,
38,369.16,370.61,372.57,373.67,373.17,375.41,373.57,374.3,373.44,376.86,357.92,0,,,,,,,,,,,0,,,,,,,,,,
39,369.32,370.64,372.61,373.72,373.18,375.43,373.61,374.34,373.34,377.15,357.94,0,,,,,,,,,,,0,,,,,,,,,,
40,369.48,370.68,372.68,373.76,373.19,375.46,373.62,374.35,373.26,377.35,357.9,0,,,,,,,,,,,0,,,,,,,,,,
41,369.74,370.78,372.76,373.81,373.23,375.5,373.62,374.39,373.09,376.57,357.84,0,,,,,,,,,,,0,,,,,,,,,,
42,370.02,370.97,372.78,373.82,373.24,375.53,373.58,374.41,373.01,376.41,357.78,0,,,,,,,,,,,0,,,,,,,,,,
43,370.28,371.12,372.8,373.84,373.24,375.53,373.56,374.4,372.98,377.09,357.74,0,,,,,,,,,,,0,,,,,,,,,,
44,370.5,371.29,372.84,373.9,373.25,375.54,373.56,374.42,372.96,377.01,357.71,0,,,,,,,,,,,0,,,,,,,,,,
45,370.64,371.45,372.9,373.93,373.27,375.57,373.57,374.46,372.98,376.81,357.66,0,,,,,,,,,,,0,,,,,,,,,,
46,370.75,371.56,373,373.96,373.3,375.59,373.55,374.44,372.98,376.59,357.59,0,,,,,,,,,,,0,,,,,,,,,,
47,370.85,371.72,373.16,373.98,373.32,375.63,373.57,374.44,372.97,376.95,357.54,0,,,,,,,,,,,0,,,,,,,,,,
48,370.96,371.87,373.28,374.03,373.35,375.66,373.62,374.43,372.95,376.81,357.51,0,,,,,,,,,,,0,,,,,,,,,,
49,371.13,372.02,373.36,374.09,373.39,375.71,373.62,374.42,372.94,377.09,357.49,0,,,,,,,,,,,0,,,,,,,,,,
50,371.34,372.22,373.49,374.13,373.47,375.74,373.64,374.4,372.82,376.61,357.45,0,,,,,,,,,,,0,,,,,,,,,,
51,371.49,372.36,373.57,374.15,373.52,375.76,373.64,374.39,372.74,376.88,357.39,0,,,,,,,,,,,0,,,,,,,,,,
52,371.57,372.43,373.61,374.18,373.54,375.78,373.64,374.37,372.76,377.36,357.35,0,,,,,,,,,,,0,,,,,,,,,,
53,371.63,372.5,373.67,374.22,373.56,375.82,373.67,374.39,372.78,376.42,357.29,0,,,,,,,,,,,0,,,,,,,,,,
54,371.73,372.55,373.71,374.25,373.59,375.85,373.68,374.41,372.79,376.58,357.19,0,,,,,,,,,,,0,,,,,,,,,,
55,371.84,372.61,373.78,374.28,373.62,375.88,373.7,374.43,372.76,376.45,357.05,0,,,,,,,,,,,0,,,,,,,,,,
56,371.93,372.69,373.84,374.34,373.66,375.92,373.74,374.45,372.72,376.63,356.89,0,,,,,,,,,,,0,,,,,,,,,,
57,372.01,372.75,373.9,374.39,373.7,375.97,373.99,374.54,372.69,376.73,356.72,0,,,,,,,,,,,0,,,,,,,,,,
58,372.09,372.8,373.95,374.43,373.73,376.02,374.16,374.64,372.61,377.11,356.58,0,,,,,,,,,,,0,,,,,,,,,,
59,372.14,372.86,374,374.47,373.78,376.08,374.2,374.73,372.52,377.46,356.39,0,,,,,,,,,,,0,,,,,,,,,,
60,372.12,372.89,374.03,374.52,373.82,376.13,374.16,374.81,372.49,377.74,356.15,0,,,,,,,,,,,0,,,,,,,,,,
61,372.1,372.9,374.04,374.55,373.84,376.17,374.14,374.83,372.52,378.35,356,0,,,,,,,,,,,0,,,,,,,,,,
62,372.11,372.87,374.08,374.56,373.86,376.19,374.1,374.85,372.55,378.45,355.84,0,,,,,,,,,,,0,,,,,,,,,,
63,372.1,372.84,374.1,374.58,373.88,376.2,374.03,374.86,372.52,378.64,355.65,0,,,,,,,,,,,0,,,,,,,,,,
64,372.08,372.8,374.12,374.6,373.89,376.19,373.97,374.86,372.47,378.67,355.46,0,,,,,,,,,,,0,,,,,,,,,,
65,372.04,372.75,374.13,374.62,373.91,376.17,373.91,374.84,372.31,378.59,355.36,0,,,,,,,,,,,0,,,,,,,,,,
66,371.97,372.73,374.13,374.64,373.92,376.17,373.84,374.8,372.12,378.44,355.36,0,,,,,,,,,,,0,,,,,,,,,,
67,371.87,372.73,374.13,374.65,373.92,376.13,373.8,374.72,372.01,378.58,355.46,0,,,,,,,,,,,0,,,,,,,,,,
68,371.72,372.68,374.09,374.64,373.91,376.12,373.76,374.64,372.17,380.14,355.74,0,,,,,,,,,,,0,,,,,,,,,,
69,371.56,372.65,374.08,374.64,373.92,376.1,373.74,374.61,372.45,380.67,356.06,0,,,,,,,,,,,0,,,,,,,,,,
70,371.47,372.62,374.06,374.61,373.91,376.07,373.72,374.58,372.56,379.68,356.24,0,,,,,,,,,,,0,,,,,,,,,,
71,371.35,372.59,374.04,374.6,373.9,376.05,373.7,374.56,372.59,380.32,356.41,0,,,,,,,,,,,0,,,,,,,,,,
72,371.21,372.55,374.02,374.59,373.89,376.03,373.69,374.53,372.57,380.61,356.55,0,,,,,,,,,,,0,,,,,,,,,,
73,371.05,372.52,374,374.57,373.88,376,373.69,374.5,372.57,379.94,356.68,0,,,,,,,,,,,0,,,,,,,,,,
74,370.88,372.45,373.97,374.58,373.88,375.99,373.68,374.5,372.6,379.67,356.78,0,,,,,,,,,,,0,,,,,,,,,,
75,370.73,372.37,373.95,374.57,373.86,375.98,373.68,374.49,372.64,380.63,356.88,0,,,,,,,,,,,0,,,,,,,,,,
76,370.58,372.27,373.91,374.56,373.84,375.97,373.66,374.48,372.69,380.92,356.98,0,,,,,,,,,,,0,,,,,,,,,,
77,370.41,372.14,373.88,374.54,373.83,375.97,373.67,374.45,372.8,381.85,357.18,0,,,,,,,,,,,0,,,,,,,,,,
78,370.28,372.05,373.82,374.54,373.83,375.96,373.67,374.43,372.91,381.67,357.4,0,,,,,,,,,,,0,,,,,,,,,,
79,370.21,372.04,373.79,374.53,373.82,375.96,373.67,374.41,372.97,381.68,357.56,0,,,,,,,,,,,0,,,,,,,,,,
80,370.14,372,373.77,374.52,373.82,375.96,373.66,374.4,373.02,381.6,357.73,0,,,,,,,,,,,0,,,,,,,,,,
81,370.11,371.96,373.75,374.53,373.82,375.97,373.66,374.38,373.07,381.23,357.9,0,,,,,,,,,,,0,,,,,,,,,,
82,370.05,371.93,373.71,374.53,373.83,375.97,373.66,374.37,373.14,381.17,358.05,0,,,,,,,,,,,0,,,,,,,,,,
83,370,371.9,373.68,374.52,373.83,375.97,373.66,374.36,373.22,381.06,358.18,0,,,,,,,,,,,0,,,,,,,,,,
84,369.95,371.85,373.66,374.51,373.83,375.96,373.65,374.35,373.31,380.99,358.27,0,,,,,,,,,,,0,,,,,,,,,,
85,369.89,371.8,373.63,374.5,373.82,375.97,373.65,374.34,373.38,381.09,358.36,0,,,,,,,,,,,0,,,,,,,,,,
86,369.78,371.73,373.59,374.49,373.81,375.98,373.64,374.34,373.54,381.19,358.47,0,,,,,,,,,,,0,,,,,,,,,,
87,369.67,371.65,373.56,374.48,373.81,375.98,373.64,374.34,373.68,381.13,358.53,0,,,,,,,,,,,0,,,,,,,,,,
88,369.6,371.6,373.54,374.47,373.81,375.98,373.64,374.34,373.75,381.07,358.57,0,,,,,,,,,,,0,,,,,,,,,,
89,369.55,371.57,373.52,374.45,373.79,375.97,373.62,374.38,373.81,381.02,358.59,0,,,,,,,,,,,0,,,,,,,,,,
90,369.49,371.53,373.5,374.43,373.79,375.97,373.62,374.39,373.88,381.44,358.63,0,,,,,,,,,,,0,,,,,,,,,,
91,369.44,371.5,373.48,374.41,373.79,375.97,373.61,374.39,373.92,382.08,358.66,0,,,,,,,,,,,0,,,,,,,,,,
92,369.39,371.47,373.45,374.4,373.78,375.96,373.61,374.39,373.95,381.56,358.72,0,,,,,,,,,,,0,,,,,,,,,,
93,369.35,371.45,373.43,374.37,373.77,375.95,373.6,374.39,373.98,381.94,358.78,0,,,,,,,,,,,0,,,,,,,,,,
94,369.31,371.42,373.41,374.36,373.77,375.95,373.61,374.39,374.02,382.01,358.83,0,,,,,,,,,,,0,,,,,,,,,,
95,369.23,371.38,373.38,374.35,373.76,375.95,373.61,374.4,374.04,382.17,358.87,0,,,,,,,,,,,0,,,,,,,,,,
96,369.14,371.35,373.33,374.34,373.74,375.94,373.59,374.41,374.03,382.23,358.88,0,,,,,,,,,,,0,,,,,,,,,,
97,369.09,371.34,373.31,374.32,373.74,375.94,373.6,374.42,374.03,382.24,358.88,0,,,,,,,,,,,0,,,,,,,,,,
98,369.04,371.31,373.28,374.31,373.72,375.93,373.6,374.42,374.02,381.92,358.9,0,,,,,,,,,,,0,,,,,,,,,,
99,368.99,371.27,373.26,374.29,373.71,375.92,373.62,374.43,374.02,382,358.94,0,,,,,,,,,,,0,,,,,,,,,,
100,368.96,371.23,373.24,374.28,373.7,375.92,373.63,374.48,374.01,382.32,358.97,0,,,,,,,,,,,0,,,,,,,,,,
101,368.91,371.18,373.22,374.26,373.69,375.91,373.62,374.5,374,382.68,359.02,0,,,,,,,,,,,0,,,,,,,,,,
102,368.88,371.14,373.19,374.25,373.68,375.91,373.62,374.51,374,382.97,359.07,0,,,,,,,,,,,0,,,,,,,,,,
103,368.85,371.12,373.18,374.24,373.68,375.91,373.63,374.53,373.99,382.94,359.12,0,,,,,,,,,,,0,,,,,,,,,,
104,368.8,371.09,373.16,374.23,373.67,375.92,373.63,374.52,373.98,382.47,359.16,0,,,,,,,,,,,0,,,,,,,,,,
105,368.75,371.05,373.15,374.2,373.66,375.91,373.63,374.51,373.97,382.99,359.19,0,,,,,,,,,,,0,,,,,,,,,,
106,368.7,371.01,373.13,374.2,373.65,375.91,373.63,374.5,373.97,382.66,359.22,0,,,,,,,,,,,0,,,,,,,,,,
107,368.65,370.97,373.11,374.19,373.64,375.91,373.62,374.5,373.97,382.56,359.23,0,,,,,,,,,,,0,,,,,,,,,,
108,368.61,370.94,373.11,374.18,373.64,375.9,373.63,374.49,374.03,382.14,359.22,0,,,,,,,,,,,0,,,,,,,,,,
109,368.57,370.95,373.12,374.17,373.63,375.89,373.61,374.55,374.11,382.36,359.14,0,,,,,,,,,,,0,,,,,,,,,,
110,368.51,370.98,373.13,374.17,373.63,375.89,373.6,374.62,374.24,381.83,359.1,0,,,,,,,,,,,0,,,,,,,,,,
111,368.51,371.06,373.15,374.18,373.62,375.88,373.59,374.74,374.39,381.84,359.11,0,,,,,,,,,,,0,,,,,,,,,,
112,368.55,371.12,373.17,374.18,373.63,375.88,373.6,374.86,374.52,380.63,359.2,0,,,,,,,,,,,0,,,,,,,,,,
113,368.69,371.25,373.23,374.22,373.66,375.91,373.73,375.12,374.68,379.6,359.37,0,,,,,,,,,,,0,,,,,,,,,,
114,369,371.46,373.3,374.26,373.72,375.96,373.92,375.2,374.73,379.4,359.49,0,,,,,,,,,,,0,,,,,,,,,,
115,369.23,371.58,373.35,374.29,373.75,376,374.04,375.25,374.72,378.61,359.53,0,,,,,,,,,,,0,,,,,,,,,,
116,369.5,371.64,373.39,374.32,373.76,376.05,374.08,375.21,374.65,378.57,359.53,0,,,,,,,,,,,0,,,,,,,,,,
117,369.76,371.67,373.45,374.36,373.78,376.07,374.09,375.16,374.58,377.89,359.51,0,,,,,,,,,,,0,,,,,,,,,,
118,369.97,371.71,373.48,374.39,373.8,376.09,374.13,375.14,374.5,378.01,359.49,0,,,,,,,,,,,0,,,,,,,,,,
119,370.09,371.68,373.5,374.42,373.82,376.1,374.15,375.18,374.4,377.94,359.44,0,,,,,,,,,,,0,,,,,,,,,,
120,370.19,371.72,373.54,374.46,373.85,376.14,374.18,375.22,374.33,378.47,359.38,0,,,,,,,,,,,0,,,,,,,,,,
121,370.3,371.85,373.61,374.55,373.91,376.19,374.26,375.24,374.31,378.46,359.38,0,,,,,,,,,,,0,,,,,,,,,,
122,370.64,372.03,373.69,374.58,373.96,376.22,374.32,375.2,374.26,378.74,359.39,0,,,,,,,,,,,0,,,,,,,,,,
123,370.94,372.2,373.77,374.63,374.03,376.25,374.34,375.17,374.18,378.35,359.35,0,,,,,,,,,,,0,,,,,,,,,,
124,371.02,372.28,373.83,374.68,374.08,376.3,374.35,375.14,374.16,377.93,359.28,0,,,,,,,,,,,0,,,,,,,,,,
125,371.11,372.37,373.87,374.76,374.13,376.36,374.34,375.11,374.13,377.67,359.17,0,,,,,,,,,,,0,,,,,,,,,,
126,371.24,372.47,373.93,374.8,374.17,376.39,374.35,375.03,374.1,377.85,359.09,0,,,,,,,,,,,0,,,,,,,,,,
127,371.36,372.59,374.01,374.83,374.23,376.42,374.41,375.07,374.07,378.27,359.03,0,,,,,,,,,,,0,,,,,,,,,,
128,371.47,372.71,374.11,374.91,374.29,376.49,374.47,375.13,374.02,377.85,358.98,0,,,,,,,,,,,0,,,,,,,,,,
129,371.61,372.77,374.2,375,374.34,376.56,374.56,375.19,373.99,377.63,358.96,0,,,,,,,,,,,0,,,,,,,,,,
130,371.73,372.84,374.29,375.05,374.41,376.59,374.61,375.17,373.95,377.75,358.91,0,,,,,,,,,,,0,,,,,,,,,,
131,371.94,372.93,374.39,375.1,374.48,376.64,374.65,375.16,373.89,378.44,358.83,0,,,,,,,,,,,0,,,,,,,,,,
132,372.19,373.01,374.48,375.16,374.56,376.7,374.68,375.19,373.79,378.78,358.74,0,,,,,,,,,,,0,,,,,,,,,,
133,372.34,373.05,374.53,375.21,374.61,376.74,374.7,375.2,373.73,378.89,358.66,0,,,,,,,,,,,0,,,,,,,,,,
134,372.43,373.09,374.58,375.25,374.65,376.78,374.72,375.24,373.65,378.89,358.56,0,,,,,,,,,,,0,,,,,,,,,,
135,372.47,373.11,374.62,375.29,374.68,376.8,374.75,375.37,373.56,378.86,358.47,0,,,,,,,,,,,0,,,,,,,,,,
136,372.47,373.14,374.65,375.36,374.73,376.84,374.81,375.45,373.53,378.56,358.4,0,,,,,,,,,,,0,,,,,,,,,,
137,372.47,373.16,374.7,375.41,374.79,376.89,374.94,375.59,373.51,378.56,358.41,0,,,,,,,,,,,0,,,,,,,,,,
138,372.46,373.15,374.73,375.46,374.83,376.94,375.03,375.67,373.5,378.31,358.48,0,,,,,,,,,,,0,,,,,,,,,,
139,372.39,373.19,374.76,375.49,374.89,376.98,375.06,375.7,373.47,378.77,358.61,0,,,,,,,,,,,0,,,,,,,,,,
140,372.26,373.19,374.78,375.54,374.93,377.04,375.03,375.65,373.45,379.06,358.81,0,,,,,,,,,,,0,,,,,,,,,,
141,372.13,373.13,374.8,375.56,374.97,377.08,375.05,375.62,373.46,379.1,359.03,0,,,,,,,,,,,0,,,,,,,,,,
142,372.05,373.08,374.79,375.55,374.97,377.11,375.01,375.61,373.46,379.57,359.17,0,,,,,,,,,,,0,,,,,,,,,,
143,371.96,373.06,374.78,375.53,374.98,377.11,374.94,375.59,373.46,379.63,359.3,0,,,,,,,,,,,0,,,,,,,,,,
144,371.88,373.02,374.76,375.5,374.98,377.11,374.86,375.51,373.42,379.91,359.38,0,,,,,,,,,,,0,,,,,,,,,,
145,371.79,373,374.74,375.46,374.98,377.1,374.8,375.44,373.36,379.7,359.45,0,,,,,,,,,,,0,,,,,,,,,,
146,371.68,373,374.74,375.45,374.96,377.08,374.74,375.42,373.25,379.76,359.5,0,,,,,,,,,,,0,,,,,,,,,,
147,371.58,373,374.72,375.43,374.94,377.07,374.7,375.41,373.14,379.84,359.53,0,,,,,,,,,,,0,,,,,,,,,,
148,371.5,372.97,374.68,375.42,374.92,377.06,374.67,375.38,373.06,380.31,359.58,0,,,,,,,,,,,0,,,,,,,,,,
149,371.45,372.96,374.63,375.39,374.88,377.04,374.64,375.37,373.08,380.37,359.71,0,,,,,,,,,,,0,,,,,,,,,,
150,371.41,372.94,374.59,375.38,374.84,377.02,374.61,375.35,373.23,381.58,359.84,0,,,,,,,,,,,0,,,,,,,,,,
151,371.4,372.91,374.57,375.37,374.82,377.02,374.6,375.32,373.36,381.44,359.9,0,,,,,,,,,,,0,,,,,,,,,,
152,371.37,372.9,374.55,375.36,374.8,377,374.58,375.29,373.47,381.33,359.98,0,,,,,,,,,,,0,,,,,,,,,,
153,371.34,372.9,374.54,375.35,374.78,376.99,374.56,375.27,373.55,381.84,360.07,0,,,,,,,,,,,0,,,,,,,,,,
154,371.27,372.91,374.52,375.34,374.77,376.99,374.54,375.26,373.64,381.56,360.18,0,,,,,,,,,,,0,,,,,,,,,,
155,371.21,372.91,374.52,375.33,374.76,376.98,374.53,375.26,373.72,381.65,360.28,0,,,,,,,,,,,0,,,,,,,,,,
156,371.12,372.88,374.51,375.32,374.74,376.95,374.52,375.27,373.81,381.73,360.34,0,,,,,,,,,,,0,,,,,,,,,,
157,371.04,372.83,374.51,375.3,374.73,376.94,374.51,375.3,373.89,381.91,360.39,0,,,,,,,,,,,0,,,,,,,,,,
158,370.92,372.72,374.49,375.29,374.69,376.93,374.49,375.32,373.99,381.96,360.42,0,,,,,,,,,,,0,,,,,,,,,,
159,370.81,372.63,374.47,375.28,374.67,376.92,374.48,375.33,374.05,381.85,360.42,0,,,,,,,,,,,0,,,,,,,,,,
160,370.73,372.61,374.45,375.25,374.65,376.91,374.49,375.33,374.07,381.9,360.42,0,,,,,,,,,,,0,,,,,,,,,,
161,370.65,372.56,374.43,375.23,374.62,376.89,374.48,375.32,374.07,381.7,360.45,0,,,,,,,,,,,0,,,,,,,,,,
162,370.59,372.54,374.39,375.21,374.6,376.88,374.48,375.32,374.07,381.75,360.52,0,,,,,,,,,,,0,,,,,,,,,,
163,370.55,372.52,374.38,375.2,374.59,376.87,374.48,375.34,374.09,381.9,360.6,0,,,,,,,,,,,0,,,,,,,,,,
164,370.51,372.47,374.34,375.17,374.58,376.85,374.47,375.33,374.13,381.7,360.65,0,,,,,,,,,,,0,,,,,,,,,,
165,370.48,372.4,374.3,375.14,374.58,376.82,374.47,375.32,374.2,382.16,360.72,0,,,,,,,,,,,0,,,,,,,,,,
166,370.44,372.4,374.27,375.12,374.57,376.82,374.46,375.31,374.25,381.92,360.78,0,,,,,,,,,,,0,,,,,,,,,,
167,370.4,372.41,374.22,375.1,374.55,376.8,374.45,375.31,374.28,381.87,360.85,0,,,,,,,,,,,0,,,,,,,,,,
168,370.34,372.37,374.18,375.08,374.54,376.8,374.44,375.31,374.32,381.65,360.86,0,,,,,,,,,,,0,,,,,,,,,,
169,370.28,372.31,374.14,375.05,374.52,376.79,374.43,375.31,374.35,381.91,360.85,0,,,,,,,,,,,0,,,,,,,,,,
170,370.23,372.27,374.13,375.03,374.52,376.77,374.43,375.31,374.36,382.11,360.87,0,,,,,,,,,,,0,,,,,,,,,,
171,370.17,372.26,374.09,375.01,374.51,376.77,374.43,375.31,374.35,382.34,360.93,0,,,,,,,,,,,0,,,,,,,,,,
172,370.13,372.23,374.07,374.99,374.49,376.76,374.42,375.29,374.36,382.62,361,0,,,,,,,,,,,0,,,,,,,,,,
173,370.08,372.21,374.06,374.97,374.48,376.75,374.42,375.29,374.39,382.75,361.1,0,,,,,,,,,,,0,,,,,,,,,,
174,370.04,372.16,374.03,374.96,374.47,376.75,374.42,375.26,374.44,382.86,361.18,0,,,,,,,,,,,0,,,,,,,,,,
175,369.99,372.09,374,374.94,374.46,376.74,374.4,375.25,374.49,382.74,361.26,0,,,,,,,,,,,0,,,,,,,,,,
176,369.92,371.99,373.98,374.92,374.44,376.73,374.4,375.25,374.54,382.37,361.36,0,,,,,,,,,,,0,,,,,,,,,,
177,369.84,371.91,373.93,374.9,374.4,376.72,374.39,375.25,374.63,381.95,361.34,0,,,,,,,,,,,0,,,,,,,,,,
178,369.8,371.88,373.9,374.89,374.38,376.72,374.39,375.25,374.77,381.76,361.24,0,,,,,,,,,,,0,,,,,,,,,,
179,369.75,371.79,373.86,374.87,374.37,376.72,374.42,375.28,375,381.36,361.14,0,,,,,,,,,,,0,,,,,,,,,,
180,369.72,371.72,373.8,374.88,374.36,376.71,374.56,375.67,375.28,380.76,361.05,0,,,,,,,,,,,0,,,,,,,,,,
181,369.74,371.76,373.76,374.89,374.37,376.75,374.7,375.86,375.44,380.41,361.03,0,,,,,,,,,,,0,,,,,,,,,,
182,369.82,371.84,373.76,374.91,374.4,376.78,374.78,375.84,375.46,380.13,361.01,0,,,,,,,,,,,0,,,,,,,,,,
183,369.89,371.95,373.78,374.96,374.44,376.81,374.81,375.78,375.45,379.75,360.96,0,,,,,,,,,,,0,,,,,,,,,,
184,370.05,372.04,373.85,375.03,374.5,376.84,374.83,375.72,375.39,379.39,360.91,0,,,,,,,,,,,0,,,,,,,,,,
185,370.4,372.15,373.98,375.1,374.55,376.88,374.82,375.73,375.27,379.24,360.74,0,,,,,,,,,,,0,,,,,,,,,,
186,370.69,372.19,374.06,375.15,374.6,376.92,374.87,375.75,375.11,379.64,360.51,0,,,,,,,,,,,0,,,,,,,,,,
187,370.84,372.3,374.11,375.19,374.66,376.96,374.94,375.74,375.02,379.27,360.34,0,,,,,,,,,,,0,,,,,,,,,,
188,370.94,372.44,374.16,375.27,374.73,377.03,374.96,375.76,374.89,378.55,360.17,0,,,,,,,,,,,0,,,,,,,,,,
189,371.06,372.63,374.28,375.36,374.79,377.09,374.98,375.75,374.8,379.09,360.02,0,,,,,,,,,,,0,,,,,,,,,,
190,371.2,372.79,374.37,375.39,374.82,377.12,374.96,375.73,374.7,377.07,359.88,0,,,,,,,,,,,0,,,,,,,,,,
191,371.36,372.91,374.46,375.43,374.85,377.13,374.95,375.72,374.59,378.28,359.73,0,,,,,,,,,,,0,,,,,,,,,,
192,371.53,373.05,374.55,375.5,374.86,377.14,375.01,375.77,374.51,379.35,359.61,0,,,,,,,,,,,0,,,,,,,,,,
