Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
493,351.1,354.57,364.58,383.3,386.18,289.83,214.55,434.993396056597,472.600789992062,452.875097431657,407.039662322149,365.405327014193,336.434257479253,319.083025904716,309.829576275351,305.685838681755,304.934489748503,305.140717505131,0.084,25900,90,0.98
494,351.1,354.57,364.62,383.32,386.21,289.91,214.64,435.059824766881,472.677844415085,452.968094229317,407.129078188275,365.476097056213,336.482633063082,319.112668397494,309.846854006639,305.696922516007,304.944418659104,305.150646415733,0.084,25900,90,0.98
495,351.09,354.57,364.64,383.37,386.23,290.05,214.77,435.126170000864,472.754804718511,453.061000378328,407.218435638364,365.546846290238,336.531013356255,319.14232578458,309.864147284631,305.70802000822,304.954360676673,305.160588433302,0.084,25900,90,0.98
496,351.09,354.58,364.66,383.41,386.28,290.18,214.8,435.192431894957,472.83167106057,453.15381599061,407.307734698332,365.617574682374,336.579398312276,319.171998036562,309.881456100752,305.719131161705,304.964315806736,305.170543563365,0.084,25900,90,0.98
497,351.08,354.59,364.7,383.46,386.36,290.22,214.78,435.258610595668,472.908443585276,453.246541167076,407.396975389284,365.688282196884,336.627787884004,319.201685123793,309.898780446327,305.730255979727,304.974284054779,305.180511811408,0.084,25900,90,0.98
498,351.07,354.6,364.73,383.49,386.39,290.21,214.71,435.324706236049,472.985122454505,453.339176022839,407.486157738899,365.758968800837,336.676182025364,319.231387016953,309.916120312741,305.741394465538,304.984265426269,305.190493182898,0.084,25900,90,0.98
499,351.07,354.6,364.75,383.47,386.35,290.15,214.61,435.390718963277,473.061707810101,453.431720657309,407.575281767871,365.829634458566,336.724580689321,319.261103686392,309.933475691257,305.752546622337,304.994259926632,305.20048768326,0.084,25900,90,0.98
500,351.05,354.59,364.76,383.46,386.29,290.14,214.5,435.456648906225,473.138199818966,453.524175189971,407.664347506223,365.900279138352,336.772983830317,319.290835102915,309.950846573233,305.76371245332,305.004267561277,305.210495317906,0.084,25900,90,0.98
501,351.04,354.59,364.78,383.46,386.2,290.13,214.3,435.52249621508,473.214598616521,453.616539715171,407.753354972603,365.970902803972,336.821391401218,319.320581236814,309.968232949854,305.774891961617,305.014288335565,305.220516092194,0.084,25900,90,0.98
502,351.03,354.59,364.79,383.44,386.07,290.13,214.02,435.588261021273,473.290904364808,453.708814348766,407.84230419565,366.041505423377,336.869803356431,319.350342058848,309.985634812405,305.786085150358,305.024322254846,305.230550011475,0.084,25900,90,0.98
