Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11
196,371.13,369.1,348.69,225.08,169.11,125.01,109.01,98.36,110.17,-5.53,140.67,400.124348123366,432.443461688903,432.443461688903,432.443461688903,432.443461688903,432.443461688903,432.443461688903,432.443461688903,432.443461688903,432.443461688903,487.385113849851
197,371.12,369.17,348.73,225.04,169.18,125.05,109.09,98.59,110.43,-5.44,140.94,400.245998285883,432.582637599878,432.582637599878,432.582637599878,432.582637599878,432.582637599878,432.582637599878,432.582637599878,432.582637599878,432.582637599878,487.524289760826
198,371.08,369.14,348.78,224.96,169.26,125.23,109.21,98.81,110.64,-6.09,141.2,400.367573659717,432.721734276434,432.721734276434,432.721734276434,432.721734276434,432.721734276434,432.721734276434,432.721734276434,432.721734276434,432.721734276434,487.663386437383
199,371.15,369.08,348.89,224.94,169.38,125.28,109.32,98.85,110.83,-5.08,141.47,400.489074259161,432.860751724388,432.860751724388,432.860751724388,432.860751724388,432.860751724388,432.860751724388,432.860751724388,432.860751724388,432.860751724388,487.802403885337
200,371.46,369.15,349.03,224.98,169.62,125.39,109.53,99.05,111.14,-6.15,141.87,400.610500098547,432.999689949612,432.999689949612,432.999689949612,432.999689949612,432.999689949612,432.999689949612,432.999689949612,432.999689949612,432.999689949612,487.94134211056
201,371.49,369.38,349.08,225.02,169.86,125.6,109.77,99.27,111.53,-3.91,142.29,400.731851192248,433.138548958029,433.138548958029,433.138548958029,433.138548958029,433.138548958029,433.138548958029,433.138548958029,433.138548958029,433.138548958029,488.080201118978
202,371.46,369.48,349.1,225.23,170.04,125.82,109.91,99.61,111.79,-3.89,142.56,400.853127554684,433.27732875562,433.27732875562,433.27732875562,433.27732875562,433.27732875562,433.27732875562,433.27732875562,433.27732875562,433.27732875562,488.218980916568
203,371.43,369.61,349.17,225.39,170.23,125.93,110.05,99.86,112.08,-5.17,142.84,400.974329200314,433.416029348418,433.416029348418,433.416029348418,433.416029348418,433.416029348418,433.416029348418,433.416029348418,433.416029348418,433.416029348418,488.357681509366
204,371.38,369.73,349.19,225.63,170.41,126.18,110.2,100.1,112.37,-4.48,143.12,401.095456143638,433.55465074251,433.55465074251,433.55465074251,433.55465074251,433.55465074251,433.55465074251,433.55465074251,433.55465074251,433.55465074251,488.496302903458
205,371.35,369.71,349.19,225.79,170.58,126.3,110.38,100.24,112.62,-3.72,143.4,401.216508399201,433.693192944039,433.693192944039,433.693192944039,433.693192944039,433.693192944039,433.693192944039,433.693192944039,433.693192944039,433.693192944039,488.634845104988
206,371.41,369.71,349.18,225.84,170.73,126.46,110.49,100.26,112.81,-4.39,143.7,401.33748598159,433.831655959201,433.831655959201,433.831655959201,433.831655959201,433.831655959201,433.831655959201,433.831655959201,433.831655959201,433.831655959201,488.77330812015
207,371.53,369.67,349.13,225.76,170.86,126.55,110.59,100.18,112.94,-4.95,143.97,401.458388905429,433.970039794247,433.970039794247,433.970039794247,433.970039794247,433.970039794247,433.970039794247,433.970039794247,433.970039794247,433.970039794247,488.911691955195
208,371.79,369.66,349.17,225.64,170.92,126.61,110.67,100.21,113.05,-3.73,144.25,401.579217185391,434.108344455479,434.108344455479,434.108344455479,434.108344455479,434.108344455479,434.108344455479,434.108344455479,434.108344455479,434.108344455479,489.049996616428
209,371.85,369.61,349.37,225.46,170.99,126.7,110.75,100.29,113.24,-3.57,144.67,401.699970836186,434.246569949257,434.246569949257,434.246569949257,434.246569949257,434.246569949257,434.246569949257,434.246569949257,434.246569949257,434.246569949257,489.188222110206
210,371.84,369.6,349.6,225.4,171.02,126.8,110.78,100.31,113.39,-3.32,145.06,401.820649872568,434.384716281993,434.384716281993,434.384716281993,434.384716281993,434.384716281993,434.384716281993,434.384716281993,434.384716281993,434.384716281993,489.326368442941
211,371.89,369.65,349.74,225.21,171.01,126.91,110.82,100.29,113.53,-3.5,145.34,401.941254309331,434.522783460152,434.522783460152,434.522783460152,434.522783460152,434.522783460152,434.522783460152,434.522783460152,434.522783460152,434.522783460152,489.4644356211
212,371.94,369.64,349.83,225.19,171.0,126.88,110.89,100.3,113.64,-4.2,145.58,402.061784161313,434.660771490254,434.660771490254,434.660771490254,434.660771490254,434.660771490254,434.660771490254,434.660771490254,434.660771490254,434.660771490254,489.602423651203
213,371.92,369.72,349.89,225.16,170.99,126.96,110.92,100.28,113.69,-2.34,145.83,402.182239443391,434.798680378874,434.798680378874,434.798680378874,434.798680378874,434.798680378874,434.798680378874,434.798680378874,434.798680378874,434.798680378874,489.740332539822
214,371.88,369.83,349.94,225.09,170.96,127.04,110.9,100.24,113.74,-3.89,146.04,402.302620170487,434.936510132638,434.936510132638,434.936510132638,434.936510132638,434.936510132638,434.936510132638,434.936510132638,434.936510132638,434.936510132638,489.878162293587
215,371.84,369.86,350.03,224.97,170.91,127.13,110.86,100.31,113.8,-2.88,146.24,402.422926357562,435.074260758228,435.074260758228,435.074260758228,435.074260758228,435.074260758228,435.074260758228,435.074260758228,435.074260758228,435.074260758228,490.015912919177
216,371.75,369.91,350.14,225.02,170.87,127.22,110.8,100.5,113.94,-1.88,146.43,402.543158019618,435.211932262378,435.211932262378,435.211932262378,435.211932262378,435.211932262378,435.211932262378,435.211932262378,435.211932262378,435.211932262378,490.153584423327
217,371.67,369.98,350.28,225.04,170.86,127.39,110.78,100.7,114.09,-1.6,146.6,402.663315171701,435.349524651877,435.349524651877,435.349524651877,435.349524651877,435.349524651877,435.349524651877,435.349524651877,435.349524651877,435.349524651877,490.291176812826
218,371.59,370.07,350.45,225.02,170.91,127.4,110.9,100.73,114.31,-2.36,146.84,402.783397828896,435.487037933568,435.487037933568,435.487037933568,435.487037933568,435.487037933568,435.487037933568,435.487037933568,435.487037933568,435.487037933568,490.428690094517
219,371.54,370.13,350.71,225.1,171.01,127.49,110.99,101.04,114.57,-1.79,147.07,402.903406006331,435.624472114345,435.624472114345,435.624472114345,435.624472114345,435.624472114345,435.624472114345,435.624472114345,435.624472114345,435.624472114345,490.566124275293
220,371.51,370.21,350.89,225.3,171.06,127.68,110.99,101.27,114.78,-0.47,147.23,403.023339719176,435.761827201158,435.761827201158,435.761827201158,435.761827201158,435.761827201158,435.761827201158,435.761827201158,435.761827201158,435.761827201158,490.703479362107
221,371.5,370.25,350.95,225.41,171.13,127.78,111.08,101.62,114.99,-0.88,147.35,403.143198982639,435.899103201009,435.899103201009,435.899103201009,435.899103201009,435.899103201009,435.899103201009,435.899103201009,435.899103201009,435.899103201009,490.840755361958
222,371.54,370.29,351.03,225.58,171.23,127.95,111.25,101.84,115.24,-1.65,147.52,403.262983811973,436.036300120955,436.036300120955,436.036300120955,436.036300120955,436.036300120955,436.036300120955,436.036300120955,436.036300120955,436.036300120955,490.977952281903
223,371.71,370.3,351.13,225.71,171.34,128.06,111.4,101.84,115.39,-0.62,147.69,403.382694222469,436.173417968104,436.173417968104,436.173417968104,436.173417968104,436.173417968104,436.173417968104,436.173417968104,436.173417968104,436.173417968104,491.115070129052
224,371.89,370.3,351.17,225.71,171.44,128.11,111.52,101.63,115.45,-2.2,147.88,403.502330229462,436.31045674962,436.31045674962,436.31045674962,436.31045674962,436.31045674962,436.31045674962,436.31045674962,436.31045674962,436.31045674962,491.252108910568
225,371.95,370.33,351.22,225.57,171.51,128.24,111.58,101.64,115.47,-1.65,148.07,403.621891848325,436.447416472718,436.447416472718,436.447416472718,436.447416472718,436.447416472718,436.447416472718,436.447416472718,436.447416472718,436.447416472718,491.389068633666
226,371.92,370.44,351.26,225.58,171.55,128.22,111.68,101.67,115.5,-1.61,148.27,403.741379094475,436.584297144667,436.584297144667,436.584297144667,436.584297144667,436.584297144667,436.584297144667,436.584297144667,436.584297144667,436.584297144667,491.525949305616
227,371.84,370.46,351.23,225.65,171.56,128.4,111.82,101.7,115.56,-0.48,148.46,403.860791983368,436.721098772791,436.721098772791,436.721098772791,436.721098772791,436.721098772791,436.721098772791,436.721098772791,436.721098772791,436.721098772791,491.662750933739
228,371.77,370.38,351.03,225.73,171.65,128.36,111.85,101.53,115.6,-1.28,148.73,403.980130530501,436.857821364464,436.857821364464,436.857821364464,436.857821364464,436.857821364464,436.857821364464,436.857821364464,436.857821364464,436.857821364464,491.799473525412
229,371.81,370.31,350.91,225.81,171.77,128.39,111.87,101.48,115.63,-2.59,148.96,404.099394751415,436.994464927115,436.994464927115,436.994464927115,436.994464927115,436.994464927115,436.994464927115,436.994464927115,436.994464927115,436.994464927115,491.936117088064
230,371.85,370.2,350.84,225.96,171.9,128.47,111.94,101.66,115.73,-1.54,149.11,404.218584661686,437.131029468226,437.131029468226,437.131029468226,437.131029468226,437.131029468226,437.131029468226,437.131029468226,437.131029468226,437.131029468226,492.072681629174
231,371.95,370.12,350.77,226.07,172.02,128.58,112.08,101.93,115.89,-1.8,149.27,404.337700276936,437.267514995331,437.267514995331,437.267514995331,437.267514995331,437.267514995331,437.267514995331,437.267514995331,437.267514995331,437.267514995331,492.20916715628
232,372.23,370.12,350.74,226.12,172.05,128.63,112.26,102.03,116.05,-1.77,149.44,404.456741612825,437.403921516019,437.403921516019,437.403921516019,437.403921516019,437.403921516019,437.403921516019,437.403921516019,437.403921516019,437.403921516019,492.345573676968
233,372.43,370.11,350.76,226.14,172.04,128.71,112.42,102.08,116.21,-1.71,149.6,404.575708685054,437.54024903793,437.54024903793,437.54024903793,437.54024903793,437.54024903793,437.54024903793,437.54024903793,437.54024903793,437.54024903793,492.481901198878
234,372.54,370.12,350.78,226.27,171.99,128.69,112.52,102.02,116.34,-2.5,149.78,404.694601509366,437.676497568757,437.676497568757,437.676497568757,437.676497568757,437.676497568757,437.676497568757,437.676497568757,437.676497568757,437.676497568757,492.618149729706
235,372.61,370.18,350.8,226.12,171.9,128.74,112.55,102.0,116.42,-0.98,149.96,404.813420101543,437.812667116246,437.812667116246,437.812667116246,437.812667116246,437.812667116246,437.812667116246,437.812667116246,437.812667116246,437.812667116246,492.754319277195
236,372.45,370.19,350.81,225.79,171.75,128.69,112.51,102.03,116.52,-0.67,150.21,404.932164477408,437.948757688198,437.948757688198,437.948757688198,437.948757688198,437.948757688198,437.948757688198,437.948757688198,437.948757688198,437.948757688198,492.890409849146
237,372.28,370.14,350.74,225.72,171.66,128.66,112.38,101.92,116.53,-1.47,150.42,405.050834652825,438.084769292463,438.084769292463,438.084769292463,438.084769292463,438.084769292463,438.084769292463,438.084769292463,438.084769292463,438.084769292463,493.026421453411
238,372.18,370.0,350.69,225.48,171.65,128.61,112.25,101.96,116.55,-0.89,150.55,405.169430643697,438.220701936946,438.220701936946,438.220701936946,438.220701936946,438.220701936946,438.220701936946,438.220701936946,438.220701936946,438.220701936946,493.162354097894
239,372.18,369.83,350.73,225.36,171.67,128.71,112.17,101.92,116.58,-1.26,150.69,405.287952465969,438.356555629604,438.356555629604,438.356555629604,438.356555629604,438.356555629604,438.356555629604,438.356555629604,438.356555629604,438.356555629604,493.298207790553
240,372.29,369.72,350.83,225.35,171.68,128.7,112.18,101.88,116.64,-3.09,150.82,405.406400135626,438.492330378448,438.492330378448,438.492330378448,438.492330378448,438.492330378448,438.492330378448,438.492330378448,438.492330378448,438.492330378448,493.433982539396
241,372.36,369.74,350.91,225.28,171.67,128.66,112.16,101.84,116.72,-2.27,150.95,405.524773668692,438.628026191539,438.628026191539,438.628026191539,438.628026191539,438.628026191539,438.628026191539,438.628026191539,438.628026191539,438.628026191539,493.569678352487
242,372.38,369.99,350.93,225.14,171.65,128.7,112.11,101.79,116.76,-1.54,151.08,405.643073081232,438.763643076992,438.763643076992,438.763643076992,438.763643076992,438.763643076992,438.763643076992,438.763643076992,438.763643076992,438.763643076992,493.70529523794
243,372.35,370.04,350.9,224.95,171.61,128.63,112.1,101.73,116.86,-2.35,151.21,405.761298389353,438.899181042975,438.899181042975,438.899181042975,438.899181042975,438.899181042975,438.899181042975,438.899181042975,438.899181042975,438.899181042975,493.840833203923
244,372.43,369.91,350.86,224.77,171.55,128.61,112.08,101.89,116.99,-2.54,151.33,405.879449609197,439.034640097707,439.034640097707,439.034640097707,439.034640097707,439.034640097707,439.034640097707,439.034640097707,439.034640097707,439.034640097707,493.976292258655
245,372.46,370.02,350.74,224.62,171.49,128.58,112.0,102.06,117.15,-3.15,151.48,405.997526756952,439.17002024946,439.17002024946,439.17002024946,439.17002024946,439.17002024946,439.17002024946,439.17002024946,439.17002024946,439.17002024946,494.111672410408
246,372.6,370.27,350.75,224.65,171.52,128.54,112.02,102.14,117.34,-2.65,151.65,406.115529848843,439.305321506559,439.305321506559,439.305321506559,439.305321506559,439.305321506559,439.305321506559,439.305321506559,439.305321506559,439.305321506559,494.246973667507
247,372.66,370.35,350.81,224.71,171.55,128.56,112.11,102.3,117.48,-2.54,151.79,406.233458901135,439.440543877381,439.440543877381,439.440543877381,439.440543877381,439.440543877381,439.440543877381,439.440543877381,439.440543877381,439.440543877381,494.38219603833
248,372.57,370.41,350.84,224.8,171.62,128.63,112.25,102.53,117.64,-1.51,151.93,406.351313930133,439.575687370355,439.575687370355,439.575687370355,439.575687370355,439.575687370355,439.575687370355,439.575687370355,439.575687370355,439.575687370355,494.517339531303
