Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
34,367.16,365.71,321.55,183.86,18.77,380.089427729874,409.607738500788,409.607738500788,409.607738500788,409.607738500788,409.607738500788,409.607738500788,409.607738500788,409.607738500788,409.607738500788,464.549390661736,0.0375,25900,3,0.98
35,367.14,365.78,321.64,184.38,16.25,380.222967896557,409.759389600104,409.759389600104,409.759389600104,409.759389600104,409.759389600104,409.759389600104,409.759389600104,409.759389600104,409.759389600104,464.701041761052,0.0375,25900,3,0.98
36,367.07,365.75,321.75,184.83,21.94,380.356431586619,409.910961251005,409.910961251005,409.910961251005,409.910961251005,409.910961251005,409.910961251005,409.910961251005,409.910961251005,409.910961251005,464.852613411953,0.0375,25900,3,0.98
37,366.96,365.68,321.86,185.12,17.12,380.489818807138,410.062453450321,410.062453450321,410.062453450321,410.062453450321,410.062453450321,410.062453450321,410.062453450321,410.062453450321,410.062453450321,465.004105611269,0.0375,25900,3,0.98
38,366.87,365.65,322.0,185.5,18.17,380.623129565239,410.213866194942,410.213866194942,410.213866194942,410.213866194942,410.213866194942,410.213866194942,410.213866194942,410.213866194942,410.213866194942,465.15551835589,0.0375,25900,3,0.98
39,366.84,365.68,322.23,185.76,17.86,380.756363868096,410.365199481817,410.365199481817,410.365199481817,410.365199481817,410.365199481817,410.365199481817,410.365199481817,410.365199481817,410.365199481817,465.306851642765,0.0375,25900,3,0.98
40,366.84,365.72,322.46,186.06,20.08,380.889521722935,410.516453307955,410.516453307955,410.516453307955,410.516453307955,410.516453307955,410.516453307955,410.516453307955,410.516453307955,410.516453307955,465.458105468904,0.0375,25900,3,0.98
41,366.86,365.75,322.67,186.22,22.68,381.022603137029,410.667627670425,410.667627670425,410.667627670425,410.667627670425,410.667627670425,410.667627670425,410.667627670425,410.667627670425,410.667627670425,465.609279831373,0.0375,25900,3,0.98
42,366.86,365.78,322.81,186.64,20.28,381.1556081177,410.818722566354,410.818722566354,410.818722566354,410.818722566354,410.818722566354,410.818722566354,410.818722566354,410.818722566354,410.818722566354,465.760374727303,0.0375,25900,3,0.98
43,366.88,365.81,322.86,186.86,20.31,381.28853667232,410.969737992931,410.969737992931,410.969737992931,410.969737992931,410.969737992931,410.969737992931,410.969737992931,410.969737992931,410.969737992931,465.911390153879,0.0375,25900,3,0.98
44,366.96,365.91,322.8,187.57,20.71,381.421388808309,411.120673947401,411.120673947401,411.120673947401,411.120673947401,411.120673947401,411.120673947401,411.120673947401,411.120673947401,411.120673947401,466.062326108349,0.0375,25900,3,0.98
45,367.18,366.0,322.71,187.93,20.39,381.554164533137,411.271530427071,411.271530427071,411.271530427071,411.271530427071,411.271530427071,411.271530427071,411.271530427071,411.271530427071,411.271530427071,466.213182588019,0.0375,25900,3,0.98
46,367.21,366.02,322.65,188.54,23.16,381.686863854322,411.422307429306,411.422307429306,411.422307429306,411.422307429306,411.422307429306,411.422307429306,411.422307429306,411.422307429306,411.422307429306,466.363959590255,0.0375,25900,3,0.98
47,367.16,366.12,322.64,188.76,20.28,381.819486779432,411.573004951532,411.573004951532,411.573004951532,411.573004951532,411.573004951532,411.573004951532,411.573004951532,411.573004951532,411.573004951532,466.514657112481,0.0375,25900,3,0.98
48,367.13,366.17,322.63,189.17,18.9,381.952033316083,411.723622991233,411.723622991233,411.723622991233,411.723622991233,411.723622991233,411.723622991233,411.723622991233,411.723622991233,411.723622991233,466.665275152181,0.0375,25900,3,0.98
49,367.08,366.19,322.62,189.54,20.55,382.084503471939,411.874161545952,411.874161545952,411.874161545952,411.874161545952,411.874161545952,411.874161545952,411.874161545952,411.874161545952,411.874161545952,466.815813706901,0.0375,25900,3,0.98
50,367.05,366.16,322.68,189.77,21.4,382.216897254715,412.024620613293,412.024620613293,412.024620613293,412.024620613293,412.024620613293,412.024620613293,412.024620613293,412.024620613293,412.024620613293,466.966272774241,0.0375,25900,3,0.98
51,367.01,366.11,322.75,190.16,21.31,382.349214672173,412.175000190917,412.175000190917,412.175000190917,412.175000190917,412.175000190917,412.175000190917,412.175000190917,412.175000190917,412.175000190917,467.116652351865,0.0375,25900,3,0.98
52,367.04,366.05,322.8,190.42,19.61,382.481455732123,412.325300276546,412.325300276546,412.325300276546,412.325300276546,412.325300276546,412.325300276546,412.325300276546,412.325300276546,412.325300276546,467.266952437495,0.0375,25900,3,0.98
53,367.09,366.16,322.91,190.64,20.02,382.613620442428,412.475520867961,412.475520867961,412.475520867961,412.475520867961,412.475520867961,412.475520867961,412.475520867961,412.475520867961,412.475520867961,467.41717302891,0.0375,25900,3,0.98
54,367.16,366.2,323.04,190.89,18.01,382.745708810993,412.625661963002,412.625661963002,412.625661963002,412.625661963002,412.625661963002,412.625661963002,412.625661963002,412.625661963002,412.625661963002,467.567314123951,0.0375,25900,3,0.98
55,367.21,366.22,323.12,190.96,21.79,382.877720845776,412.775723559567,412.775723559567,412.775723559567,412.775723559567,412.775723559567,412.775723559567,412.775723559567,412.775723559567,412.775723559567,467.717375720516,0.0375,25900,3,0.98
56,367.27,366.19,323.18,191.02,22.49,383.009656554784,412.925705655615,412.925705655615,412.925705655615,412.925705655615,412.925705655615,412.925705655615,412.925705655615,412.925705655615,412.925705655615,467.867357816564,0.0375,25900,3,0.98
57,367.26,366.13,323.24,191.19,20.5,383.14151594607,413.075608249163,413.075608249163,413.075608249163,413.075608249163,413.075608249163,413.075608249163,413.075608249163,413.075608249163,413.075608249163,468.017260410112,0.0375,25900,3,0.98
58,367.22,366.13,323.3,191.17,20.03,383.273299027736,413.225431338287,413.225431338287,413.225431338287,413.225431338287,413.225431338287,413.225431338287,413.225431338287,413.225431338287,413.225431338287,468.167083499236,0.0375,25900,3,0.98
59,367.18,366.09,323.45,191.31,20.38,383.405005807934,413.375174921124,413.375174921124,413.375174921124,413.375174921124,413.375174921124,413.375174921124,413.375174921124,413.375174921124,413.375174921124,468.316827082072,0.0375,25900,3,0.98
60,367.15,366.08,323.61,191.46,19.79,383.536636294863,413.524838995866,413.524838995866,413.524838995866,413.524838995866,413.524838995866,413.524838995866,413.524838995866,413.524838995866,413.524838995866,468.466491156815,0.0375,25900,3,0.98
61,367.13,366.11,323.82,191.76,23.34,383.66819049677,413.674423560769,413.674423560769,413.674423560769,413.674423560769,413.674423560769,413.674423560769,413.674423560769,413.674423560769,413.674423560769,468.616075721717,0.0375,25900,3,0.98
