Time,TC1_tip,TC2,TC3,TC4,TC_9_5,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
53,363.72,364.55,341.61,203.09,24.03,312.553320125,333.828482523723,333.828482523723,333.828482523723,333.828482523723,333.828482523723,333.828482523723,333.828482523723,333.828482523723,333.828482523723,363.42290479977,0.0375,25900,25,0.98
54,363.75,364.59,341.69,203.28,23.99,312.721042691718,334.014492137464,334.014492137464,334.014492137464,334.014492137464,334.014492137464,334.014492137464,334.014492137464,334.014492137464,334.014492137464,363.608914413511,0.0375,25900,25,0.98
55,363.79,364.65,341.78,203.5,24.11,312.88869094956,334.200429809432,334.200429809432,334.200429809432,334.200429809432,334.200429809432,334.200429809432,334.200429809432,334.200429809432,334.200429809432,363.794852085479,0.0375,25900,25,0.98
56,363.86,364.77,341.87,203.71,24.04,313.056264881434,334.386295509747,334.386295509747,334.386295509747,334.386295509747,334.386295509747,334.386295509747,334.386295509747,334.386295509747,334.386295509747,363.980717785794,0.0375,25900,25,0.98
57,363.93,364.9,341.94,203.85,24.02,313.223764470306,334.572089208582,334.572089208582,334.572089208582,334.572089208582,334.572089208582,334.572089208582,334.572089208582,334.572089208582,334.572089208582,364.166511484629,0.0375,25900,25,0.98
58,363.96,364.99,341.99,203.96,24.05,313.391189699192,334.757810876165,334.757810876165,334.757810876165,334.757810876165,334.757810876165,334.757810876165,334.757810876165,334.757810876165,334.757810876165,364.352233152212,0.0375,25900,25,0.98
59,363.99,365.08,342.05,204.1,24.24,313.558540551166,334.943460482778,334.943460482778,334.943460482778,334.943460482778,334.943460482778,334.943460482778,334.943460482778,334.943460482778,334.943460482778,364.537882758825,0.0375,25900,25,0.98
60,364.02,365.15,342.1,204.22,24.24,313.725817009353,335.129037998757,335.129037998757,335.129037998757,335.129037998757,335.129037998757,335.129037998757,335.129037998757,335.129037998757,335.129037998757,364.723460274804,0.0375,25900,25,0.98
61,364.05,365.25,342.2,204.25,24.23,313.893019056935,335.314543394492,335.314543394492,335.314543394492,335.314543394492,335.314543394492,335.314543394492,335.314543394492,335.314543394492,335.314543394492,364.908965670539,0.0375,25900,25,0.98
62,364.09,365.35,342.24,204.34,24.11,314.060146677149,335.499976640429,335.499976640429,335.499976640429,335.499976640429,335.499976640429,335.499976640429,335.499976640429,335.499976640429,335.499976640429,365.094398916476,0.0375,25900,25,0.98
63,364.13,365.45,342.32,204.33,24.21,314.227199853283,335.685337707067,335.685337707067,335.685337707067,335.685337707067,335.685337707067,335.685337707067,335.685337707067,335.685337707067,335.685337707067,365.279759983114,0.0375,25900,25,0.98
64,364.2,365.58,342.39,204.33,24.12,314.394178568681,335.870626564959,335.870626564959,335.870626564959,335.870626564959,335.870626564959,335.870626564959,335.870626564959,335.870626564959,335.870626564959,365.465048841006,0.0375,25900,25,0.98
65,364.25,365.69,342.48,204.38,24.27,314.561082806744,336.055843184715,336.055843184715,336.055843184715,336.055843184715,336.055843184715,336.055843184715,336.055843184715,336.055843184715,336.055843184715,365.650265460762,0.0375,25900,25,0.98
66,364.29,365.75,342.54,204.42,24.24,314.727912550923,336.240987536998,336.240987536998,336.240987536998,336.240987536998,336.240987536998,336.240987536998,336.240987536998,336.240987536998,336.240987536998,365.835409813045,0.0375,25900,25,0.98
67,364.31,365.8,342.55,204.51,24.23,314.894667784727,336.426059592524,336.426059592524,336.426059592524,336.426059592524,336.426059592524,336.426059592524,336.426059592524,336.426059592524,336.426059592524,366.020481868571,0.0375,25900,25,0.98
68,364.33,365.87,342.6,204.72,24.17,315.061348491718,336.611059322067,336.611059322067,336.611059322067,336.611059322067,336.611059322067,336.611059322067,336.611059322067,336.611059322067,336.611059322067,366.205481598114,0.0375,25900,25,0.98
69,364.34,365.93,342.62,204.87,24.08,315.227954655512,336.795986696454,336.795986696454,336.795986696454,336.795986696454,336.795986696454,336.795986696454,336.795986696454,336.795986696454,336.795986696454,366.390408972501,0.0375,25900,25,0.98
70,364.36,365.98,342.65,205.01,24.01,315.39448625978,336.980841686566,336.980841686566,336.980841686566,336.980841686566,336.980841686566,336.980841686566,336.980841686566,336.980841686566,336.980841686566,366.575263962613,0.0375,25900,25,0.98
71,364.36,366.05,342.7,205.11,24.08,315.56094328825,337.16562426334,337.16562426334,337.16562426334,337.16562426334,337.16562426334,337.16562426334,337.16562426334,337.16562426334,337.16562426334,366.760046539387,0.0375,25900,25,0.98
72,364.39,366.12,342.77,205.25,24.05,315.7273257247,337.350334397769,337.350334397769,337.350334397769,337.350334397769,337.350334397769,337.350334397769,337.350334397769,337.350334397769,337.350334397769,366.944756673816,0.0375,25900,25,0.98
73,364.43,366.21,342.88,205.42,24.18,315.893633552965,337.534972060898,337.534972060898,337.534972060898,337.534972060898,337.534972060898,337.534972060898,337.534972060898,337.534972060898,337.534972060898,367.129394336945,0.0375,25900,25,0.98
74,364.48,366.31,343.01,205.44,24.04,316.059866756937,337.719537223829,337.719537223829,337.719537223829,337.719537223829,337.719537223829,337.719537223829,337.719537223829,337.719537223829,337.719537223829,367.313959499876,0.0375,25900,25,0.98
75,364.52,366.37,343.06,205.39,24.02,316.226025320557,337.904029857719,337.904029857719,337.904029857719,337.904029857719,337.904029857719,337.904029857719,337.904029857719,337.904029857719,337.904029857719,367.498452133766,0.0375,25900,25,0.98
