Time,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC_9_5,TC10,Theoretical_Temps_1,Theoretical_Temps_2,Theoretical_Temps_3,Theoretical_Temps_4,Theoretical_Temps_5,Theoretical_Temps_6,Theoretical_Temps_7,Theoretical_Temps_8,Theoretical_Temps_9,Theoretical_Temps_10,Theoretical_Temps_11,h,flux,abs,surf
97,355.79,356.28,358.14,358.85,358.39,360.43,358.56,359.53,367.56,399.89,363.11,419.024473943041,428.487662254253,347.815499977937,312.128507138383,302.638186467448,300.550387783439,300.114020527537,300.02360205157,300.004903356405,300.001209186885,300.00144450268,0.1575,25900,100,0.98
98,355.74,356.24,358.13,358.84,358.38,360.42,358.55,359.52,367.63,400.06,363.27,419.118304471895,428.611251983083,347.893283049648,312.155159663378,302.64467217408,300.551776387928,300.114309209929,300.023661828349,300.004915831718,300.001212426511,300.001447245407,0.1575,25900,100,0.98
99,355.7,356.21,358.11,358.84,358.36,360.41,358.55,359.51,367.71,399.89,363.45,419.211993222438,428.734709082923,347.971055654453,312.181836220326,302.651168247963,300.553167571669,300.11459844479,300.023721720134,300.004928331244,300.001215672707,300.001449993765,0.1575,25900,100,0.98
100,355.66,356.17,358.1,358.81,358.36,360.38,358.55,359.51,367.79,399.72,363.65,419.305540489111,428.858033704224,348.04881768577,312.208536767648,302.657674695848,300.554561339072,300.114888233245,300.023781727166,300.004940855035,300.001218925486,300.001452747765,0.1575,25900,100,0.98
101,355.62,356.15,358.09,358.79,358.35,360.38,358.56,359.5,367.87,399.76,363.87,419.3989465602,428.981226002176,348.126569038136,312.235261263753,302.66419152444,300.555957694546,300.115178576416,300.023841849687,300.004953403141,300.001222184863,300.001455507421,0.1575,25900,100,0.98
102,355.58,356.1,358.07,358.77,358.35,360.36,358.54,359.49,367.93,399.83,364.09,419.492211695945,429.104286156038,348.204309610121,312.262009667208,302.670718740407,300.557356642502,300.11546947543,300.023902087939,300.004965975614,300.001225450852,300.001458272742,0.1575,25900,100,0.98
103,355.53,356.07,358.05,358.76,358.33,360.36,358.54,359.49,368.0,399.57,364.31,419.585336201632,429.227214304673,348.282039294772,312.288781936179,302.677256350362,300.558758187353,300.115760931416,300.023962442165,300.004978572506,300.001228723465,300.001461043742,0.1575,25900,100,0.98
104,355.5,356.05,358.03,358.74,358.32,360.34,358.54,359.49,368.08,400.06,364.56,419.678320357109,429.350010608521,348.359757988811,312.315578028975,302.68380436088,300.560162333514,300.116052945504,300.024022912607,300.004991193868,300.001232002717,300.001463820431,0.1575,25900,100,0.98
105,355.44,355.99,358.01,358.72,358.31,360.33,358.52,359.48,368.18,400.59,364.89,419.771164433957,429.472675234881,348.437465590368,312.34239790391,302.69036277849,300.5615690854,300.116345518828,300.024083499511,300.005003839752,300.001235288622,300.001466602822,0.1575,25900,100,0.98
106,355.37,355.93,357.98,358.72,358.29,360.33,358.51,359.47,368.28,400.74,365.18,419.863868709657,429.595208345148,348.515383410436,312.369241519201,302.696931609675,300.562978447429,300.116638652522,300.024144203119,300.00501651021,300.001238581193,300.001469390926,0.1575,25900,100,0.98
107,355.32,355.9,357.97,358.71,358.28,360.31,358.51,359.47,368.35,400.68,365.36,419.956433484086,429.717610079724,348.593352175877,312.396108832843,302.703510860874,300.564390424019,300.116932347724,300.024205023677,300.005029205293,300.001241880444,300.001472184756,0.1575,25900,100,0.98
108,355.29,355.87,357.95,358.69,358.27,360.3,358.51,359.47,368.43,400.99,365.55,420.049487834819,429.839322229842,348.671232510053,312.422994736729,302.710100426934,300.565805024481,300.117226605443,300.024265961284,300.005041925331,300.001245186443,300.001474984365,0.1575,25900,100,0.98
109,355.25,355.84,357.94,358.67,358.27,360.29,358.51,359.46,368.52,401.21,365.76,420.147647124335,429.956239547881,348.748455964295,312.449861491354,302.716699442941,300.567222283247,300.117521425044,300.024327014978,300.005054672399,300.001248499587,300.001477790079,0.1575,25900,100,0.98
