Time,TC_Bottom_rec_groove,TC_botm_Ind,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC_wall_ins_ext,TC_bottom_ins_groove
93,357.03,23.16,362.3,365.93,367.99,369.54,369.33,371.91,370.44,372.03,371.22,356.95,25.42,33.65
94,357.02,23.17,362.29,365.92,367.99,369.55,369.33,371.93,370.47,372.05,371.28,356.95,25.42,33.65
95,357.02,23.17,362.26,365.9,367.97,369.56,369.34,371.94,370.5,372.09,371.29,356.93,25.43,33.66
96,357.01,23.18,362.25,365.88,367.96,369.56,369.35,371.95,370.52,372.12,371.27,356.92,25.42,33.66
97,356.99,23.19,362.24,365.86,367.96,369.55,369.36,371.97,370.55,372.13,371.22,356.97,25.43,33.66
98,356.97,23.19,362.21,365.83,367.95,369.55,369.36,371.98,370.57,372.12,371.21,357.03,25.42,33.66
99,356.96,23.19,362.2,365.81,367.93,369.55,369.37,372,370.58,372.12,371.23,357.04,25.42,33.66
100,356.94,23.19,362.17,365.78,367.93,369.54,369.38,372.02,370.59,372.11,371.23,357.05,25.41,33.67
101,356.93,23.19,362.15,365.77,367.92,369.55,369.37,372.03,370.61,372.1,371.17,357.05,25.43,33.66
102,356.92,23.19,362.14,365.76,367.91,369.55,369.38,372.05,370.62,372.12,371.06,357.02,25.42,33.67
103,356.91,23.19,362.12,365.75,367.9,369.54,369.38,372.07,370.64,372.21,371.1,357.04,25.42,33.66
104,356.9,23.19,362.1,365.73,367.91,369.54,369.39,372.08,370.66,372.28,371.18,357.03,25.43,33.68
105,356.88,23.18,362.09,365.71,367.89,369.54,369.39,372.11,370.67,372.3,371.2,357.02,25.42,33.67
106,356.86,23.19,362.05,365.69,367.88,369.54,369.41,372.12,370.7,372.34,371.15,357.03,25.42,33.68
107,356.84,23.18,362.03,365.66,367.87,369.54,369.42,372.13,370.74,372.36,371.11,357.07,25.41,33.67
108,356.83,23.19,362.01,365.65,367.88,369.54,369.42,372.14,370.75,372.41,371.13,357.12,25.42,33.68
109,356.82,23.19,362,365.63,367.87,369.55,369.43,372.16,370.78,372.41,371.16,357.17,25.43,33.69
110,356.8,23.2,361.97,365.61,367.86,369.55,369.44,372.18,370.79,372.42,371.15,357.22,25.44,33.69
111,356.79,23.21,361.97,365.6,367.85,369.55,369.44,372.2,370.8,372.48,371.2,357.26,25.43,33.69
112,356.77,23.21,361.95,365.58,367.85,369.53,369.45,372.22,370.82,372.54,371.28,357.27,25.42,33.69
113,356.77,23.22,361.94,365.56,367.84,369.54,369.46,372.3,370.86,372.61,371.38,357.24,25.43,33.69
114,356.74,23.22,361.9,365.58,367.86,369.55,369.48,372.34,371,372.69,371.54,357.17,25.43,33.7
115,356.73,23.22,362.12,365.66,367.97,369.56,369.52,372.36,371.18,372.74,371.89,357.12,25.43,33.69
116,356.73,23.23,362.62,365.74,368.03,369.62,369.57,372.4,371.21,372.7,372.19,357.13,25.43,33.7
117,356.75,23.24,363.06,365.83,368.08,369.69,369.62,372.42,371.02,372.69,372.3,357.19,25.44,33.7
118,356.78,23.23,363.57,366.18,368.12,369.72,369.64,372.4,370.92,372.66,372.33,357.22,25.42,33.7
119,356.85,23.23,364.1,366.54,368.14,369.69,369.63,372.39,371.03,372.52,372.28,357.24,25.43,33.7
120,356.93,23.23,364.69,366.88,368.18,369.66,369.61,372.37,371.11,372.47,372.21,357.22,25.42,33.69
121,357.01,23.24,365.2,367.2,368.26,369.67,369.59,372.37,371.14,372.39,372.12,357.16,25.42,33.7
122,357.13,23.23,365.74,367.54,368.37,369.68,369.6,372.38,371.07,372.3,372,357.09,25.43,33.69
123,357.25,23.24,366.22,367.82,368.47,369.73,369.61,372.4,370.96,372.18,371.86,357.03,25.43,33.7
124,357.45,23.24,366.74,368.03,368.61,369.77,369.65,372.41,370.9,372.04,371.65,356.9,25.43,33.69
125,357.67,23.24,367.2,368.22,368.77,369.86,369.73,372.44,370.87,371.95,371.44,356.82,25.43,33.7
126,357.82,23.24,367.47,368.37,368.91,369.96,369.8,372.48,370.78,371.88,371.31,356.77,25.43,33.7
127,357.97,23.24,367.74,368.55,369.02,370.07,369.87,372.5,370.73,371.78,371.18,356.72,25.43,33.7
128,358.1,23.24,368,368.74,369.12,370.19,369.95,372.52,370.73,371.73,371.08,356.7,25.43,33.7
129,358.26,23.24,368.25,368.94,369.25,370.31,370.02,372.54,370.75,371.68,370.99,356.65,25.43,33.69
130,358.42,23.24,368.53,369.1,369.37,370.43,370.1,372.56,370.79,371.66,370.9,356.56,25.44,33.7
131,358.59,23.25,368.77,369.24,369.52,370.51,370.18,372.59,370.8,371.66,370.8,356.49,25.44,33.7
132,358.76,23.25,368.96,369.39,369.67,370.61,370.25,372.61,370.82,371.66,370.74,356.44,25.43,33.7
133,358.99,23.24,369.15,369.59,369.81,370.7,370.36,372.63,370.82,371.64,370.7,356.37,25.44,33.69
134,359.2,23.25,369.23,369.78,369.95,370.8,370.43,372.64,370.79,371.6,370.7,356.28,25.44,33.69
135,359.33,23.26,369.26,369.9,370.04,370.87,370.48,372.66,370.76,371.61,370.73,356.18,25.43,33.69
136,359.43,23.26,369.27,370.01,370.12,370.95,370.52,372.67,370.75,371.59,370.75,356.1,25.43,33.68
137,359.53,23.26,369.27,370.07,370.18,371.02,370.56,372.69,370.76,371.59,370.73,356.05,25.43,33.69
138,359.62,23.26,369.24,370.15,370.24,371.06,370.6,372.7,370.75,371.58,370.71,356.06,25.44,33.69
139,359.7,23.28,369.23,370.2,370.3,371.11,370.64,372.71,370.73,371.55,370.68,356.11,25.44,33.69
140,359.78,23.27,369.19,370.25,370.35,371.14,370.67,372.71,370.72,371.53,370.65,356.15,25.44,33.67
141,359.85,23.28,369.16,370.28,370.4,371.16,370.68,372.71,370.7,371.5,370.61,356.16,25.44,33.69
142,359.93,23.29,369.06,370.3,370.45,371.19,370.68,372.7,370.66,371.48,370.52,356.2,25.44,33.69
143,359.99,23.28,368.94,370.31,370.5,371.21,370.67,372.68,370.63,371.47,370.44,356.2,25.44,33.69
144,360.04,23.27,368.84,370.31,370.52,371.23,370.67,372.66,370.61,371.46,370.38,356.17,25.43,33.68
145,360.08,23.26,368.73,370.29,370.54,371.23,370.66,372.65,370.59,371.45,370.31,356.16,25.42,33.68
146,360.12,23.25,368.62,370.28,370.56,371.23,370.65,372.64,370.58,371.47,370.25,356.16,25.43,33.68
147,360.14,23.27,368.53,370.25,370.57,371.24,370.65,372.64,370.58,371.54,370.24,356.14,25.42,33.67
148,360.17,23.27,368.44,370.22,370.57,371.24,370.66,372.65,370.62,371.61,370.25,356.11,25.44,33.68
149,360.2,23.26,368.38,370.2,370.58,371.24,370.67,372.67,370.67,371.64,370.22,356.13,25.43,33.69
150,360.23,23.27,368.31,370.18,370.59,371.24,370.68,372.69,370.71,371.65,370.18,356.13,25.44,33.69
151,360.26,23.26,368.22,370.15,370.6,371.25,370.7,372.7,370.76,371.65,370.22,356.14,25.44,33.69
152,360.29,23.28,368.15,370.14,370.59,371.25,370.73,372.72,370.8,371.65,370.2,356.15,25.44,33.69
153,360.29,23.26,368.11,370.11,370.59,371.26,370.73,372.72,370.8,371.65,370.16,356.14,25.44,33.69
154,360.3,23.26,368.06,370.1,370.58,371.26,370.75,372.75,370.8,371.65,370.15,356.13,25.44,33.69
155,360.31,23.26,368.01,370.1,370.57,371.25,370.77,372.75,370.8,371.64,370.19,356.11,25.43,33.69
156,360.31,23.24,367.97,370.1,370.57,371.25,370.78,372.75,370.79,371.62,370.26,356.09,25.43,33.68
157,360.33,23.23,367.9,370.09,370.56,371.26,370.78,372.76,370.78,371.62,370.33,356.07,25.43,33.69
158,360.33,23.24,367.83,370.08,370.57,371.27,370.8,372.77,370.78,371.61,370.38,356.09,25.42,33.7
159,360.34,23.24,367.74,370.07,370.57,371.26,370.8,372.77,370.76,371.6,370.43,356.08,25.44,33.7
160,360.35,23.24,367.61,370.03,370.56,371.27,370.79,372.79,370.76,371.59,370.5,356.06,25.43,33.7
161,360.35,23.24,367.47,370,370.56,371.27,370.8,372.79,370.76,371.57,370.54,356.07,25.43,33.71
162,360.35,23.24,367.39,369.98,370.56,371.28,370.8,372.8,370.75,371.57,370.54,356.09,25.44,33.72
163,360.36,23.25,367.33,369.95,370.56,371.29,370.79,372.8,370.74,371.56,370.53,356.11,25.44,33.72
164,360.35,23.25,367.28,369.93,370.56,371.29,370.79,372.8,370.74,371.57,370.52,356.11,25.44,33.72
165,360.36,23.25,367.23,369.9,370.57,371.29,370.79,372.8,370.75,371.57,370.55,356.1,25.44,33.71
166,360.35,23.24,367.19,369.86,370.58,371.28,370.78,372.8,370.74,371.57,370.58,356.03,25.44,33.72
167,360.36,23.24,367.14,369.84,370.56,371.28,370.79,372.79,370.74,371.57,370.61,355.98,25.43,33.72
168,360.35,23.24,367.1,369.83,370.58,371.29,370.79,372.79,370.74,371.57,370.6,355.93,25.44,33.71
169,360.33,23.25,367.01,369.77,370.56,371.28,370.77,372.78,370.73,371.56,370.6,355.83,25.44,33.72
170,360.32,23.25,366.91,369.71,370.55,371.28,370.76,372.78,370.72,371.54,370.62,355.79,25.44,33.72
171,360.32,23.25,366.87,369.69,370.55,371.28,370.77,372.78,370.72,371.52,370.63,355.77,25.44,33.71
172,360.31,23.25,366.82,369.63,370.54,371.27,370.78,372.77,370.7,371.48,370.62,355.71,25.43,33.71
173,360.31,23.25,366.73,369.52,370.51,371.28,370.79,372.77,370.73,371.48,370.65,355.63,25.44,33.72
174,360.31,23.25,366.65,369.31,370.5,371.29,370.81,372.77,370.72,371.48,370.75,355.61,25.43,33.72
175,360.31,23.25,366.71,369.24,370.5,371.28,370.82,372.77,370.72,371.53,370.87,355.63,25.44,33.73
176,360.3,23.26,366.96,369.35,370.5,371.27,370.81,372.75,370.68,371.55,370.95,355.63,25.44,33.72
177,360.33,23.26,367.26,369.42,370.5,371.25,370.8,372.75,370.68,371.56,370.98,355.62,25.43,33.72
178,360.38,23.27,367.75,369.38,370.44,371.23,370.77,372.73,370.63,371.55,370.92,355.57,25.43,33.72
179,360.47,23.27,368.13,369.36,370.4,371.19,370.74,372.72,370.56,371.49,370.81,355.46,25.44,33.72
180,360.54,23.28,368.34,369.43,370.38,371.18,370.72,372.71,370.51,371.37,370.68,355.39,25.44,33.72
181,360.63,23.28,368.61,369.51,370.38,371.16,370.69,372.69,370.48,371.3,370.53,355.34,25.44,33.72
182,360.72,23.27,368.83,369.56,370.35,371.14,370.66,372.67,370.4,371.21,370.41,355.3,25.44,33.73
183,360.8,23.28,369.02,369.61,370.33,371.11,370.64,372.63,370.33,371.1,370.32,355.27,25.44,33.72
184,360.9,23.28,369.2,369.65,370.33,371.07,370.61,372.59,370.28,371.01,370.25,355.23,25.44,33.73
185,361.01,23.28,369.36,369.73,370.33,371.03,370.58,372.55,370.22,370.95,370.16,355.18,25.44,33.72
186,361.12,23.28,369.47,369.78,370.33,370.99,370.55,372.51,370.16,370.87,370.06,355.07,25.44,33.72
187,361.27,23.29,369.62,369.88,370.32,370.97,370.49,372.48,370.06,370.8,369.89,354.91,25.44,33.71
188,361.43,23.29,369.76,369.9,370.3,370.94,370.43,372.43,369.98,370.71,369.71,354.79,25.44,33.72
189,361.53,23.27,369.83,369.91,370.28,370.9,370.39,372.37,369.93,370.61,369.62,354.72,25.44,33.72
190,361.64,23.28,369.85,369.89,370.26,370.87,370.35,372.32,369.87,370.52,369.54,354.64,25.44,33.72
191,361.74,23.28,369.88,369.88,370.24,370.84,370.32,372.27,369.79,370.43,369.44,354.56,25.44,33.72
192,361.83,23.27,369.91,369.86,370.21,370.83,370.28,372.23,369.73,370.38,369.33,354.45,25.44,33.71
193,361.94,23.27,369.93,369.85,370.19,370.79,370.24,372.18,369.7,370.3,369.23,354.31,25.43,33.71
194,362.03,23.27,369.92,369.85,370.18,370.76,370.21,372.13,369.67,370.25,369.12,354.13,25.44,33.71
195,362.11,23.27,369.9,369.87,370.17,370.73,370.18,372.08,369.64,370.22,369,353.93,25.44,33.71
196,362.23,23.26,369.86,369.89,370.16,370.7,370.13,372.04,369.6,370.19,368.75,353.61,25.43,33.71
197,362.33,23.26,369.81,369.89,370.14,370.66,370.09,371.99,369.55,370.14,368.38,353.31,25.44,33.7
198,362.4,23.26,369.77,369.88,370.12,370.64,370.07,371.96,369.53,370.08,368.16,353.14,25.44,33.71
199,362.45,23.27,369.72,369.88,370.11,370.61,370.04,371.9,369.5,370.05,368.01,352.98,25.45,33.7
200,362.49,23.25,369.66,369.87,370.1,370.6,370.01,371.86,369.47,370.04,367.88,352.83,25.45,33.7
201,362.53,23.26,369.59,369.86,370.08,370.58,369.98,371.83,369.43,370.03,367.73,352.65,25.45,33.7
202,362.56,23.23,369.53,369.84,370.05,370.56,369.95,371.77,369.37,370.03,367.59,352.48,25.45,33.7
203,362.6,23.22,369.46,369.82,370.03,370.54,369.92,371.72,369.31,370.01,367.47,352.27,25.45,33.72
204,362.61,23.21,369.41,369.81,370.01,370.51,369.89,371.66,369.24,369.96,367.33,352.03,25.45,33.73
205,362.64,23.21,369.32,369.78,370,370.48,369.84,371.62,369.15,369.93,367.05,351.63,25.45,33.74
206,362.67,23.2,369.24,369.75,369.98,370.44,369.81,371.58,369.03,369.88,366.78,351.27,25.45,33.74
207,362.69,23.2,369.18,369.73,369.97,370.37,369.77,371.54,368.98,369.79,366.64,351.06,25.45,33.74
208,362.69,23.19,369.11,369.71,369.94,370.32,369.73,371.52,368.95,369.71,366.49,350.8,25.45,33.74
209,362.7,23.2,369.05,369.7,369.93,370.25,369.69,371.49,368.95,369.61,366.35,350.53,25.45,33.74
210,362.71,23.18,368.99,369.69,369.9,370.19,369.65,371.46,368.93,369.53,366.24,350.31,25.44,33.74
211,362.71,23.18,368.9,369.65,369.84,370.13,369.6,371.43,368.91,369.46,366.31,350.15,25.44,33.73
212,362.71,23.18,368.81,369.55,369.79,370.09,369.56,371.4,368.86,369.48,366.54,350.06,25.44,33.73
213,362.72,23.18,368.83,369.42,369.72,370.06,369.51,371.35,368.81,369.45,366.8,350.04,25.44,33.73
214,362.74,23.17,368.91,369.32,369.63,370.01,369.45,371.31,368.79,369.41,367.15,350.21,25.44,33.73
215,362.79,23.19,368.99,369.2,369.55,369.99,369.39,371.27,368.74,369.37,367.43,350.43,25.45,33.73
216,362.82,23.18,369.03,369.16,369.48,369.94,369.34,371.23,368.7,369.32,367.54,350.58,25.45,33.72
217,362.86,23.19,369.06,369.13,369.42,369.89,369.3,371.18,368.65,369.25,367.57,350.74,25.44,33.73
218,362.9,23.18,369.06,369.1,369.37,369.83,369.25,371.12,368.6,369.17,367.59,350.88,25.45,33.72
219,362.95,23.19,369.06,369.07,369.33,369.78,369.19,371.06,368.56,369.12,367.61,351.02,25.45,33.72
220,363,23.19,369.07,369.03,369.28,369.73,369.15,371.02,368.5,369.04,367.64,351.18,25.45,33.72
221,363.05,23.18,369.1,368.99,369.25,369.68,369.1,370.96,368.45,369,367.68,351.33,25.44,33.71
222,363.1,23.18,369.13,368.94,369.21,369.65,369.06,370.92,368.4,368.98,367.67,351.45,25.46,33.72
223,363.17,23.19,369.15,368.91,369.15,369.6,368.98,370.86,368.34,368.89,367.64,351.64,25.45,33.72
224,363.25,23.19,369.15,368.89,369.1,369.55,368.92,370.8,368.27,368.81,367.57,351.77,25.45,33.71
225,363.3,23.21,369.15,368.86,369.06,369.5,368.88,370.75,368.23,368.78,367.55,351.8,25.46,33.72
226,363.35,23.21,369.15,368.83,369.02,369.45,368.83,370.69,368.18,368.74,367.51,351.82,25.45,33.72
227,363.41,23.22,369.13,368.79,368.98,369.4,368.78,370.65,368.13,368.67,367.46,351.8,25.45,33.73
228,363.45,23.21,369.1,368.76,368.94,369.36,368.74,370.59,368.05,368.52,367.35,351.77,25.45,33.72
229,363.5,23.21,369.08,368.71,368.89,369.32,368.69,370.55,367.96,368.46,367.25,351.75,25.45,33.73
230,363.55,23.21,369.05,368.68,368.86,369.27,368.65,370.5,367.9,368.37,367.16,351.72,25.45,33.72
231,363.6,23.21,369.04,368.65,368.82,369.23,368.61,370.44,367.84,368.29,367.06,351.64,25.45,33.71
232,363.67,23.21,369.01,368.62,368.77,369.19,368.55,370.37,367.73,368.22,366.94,351.37,25.45,33.71
233,363.74,23.21,368.99,368.61,368.74,369.16,368.5,370.32,367.64,368.15,366.84,351.04,25.45,33.71
234,363.77,23.21,368.97,368.59,368.71,369.13,368.46,370.27,367.59,368.12,366.75,350.81,25.44,33.72
235,363.8,23.22,368.95,368.58,368.68,369.11,368.42,370.21,367.57,368.09,366.69,350.59,25.44,33.72
236,363.82,23.23,368.92,368.56,368.66,369.07,368.38,370.16,367.53,368.07,366.66,350.36,25.44,33.72
