Time,TC_Bottom_rec_groove,TC_botm_Ind,TC1_tip,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC_wall_ins_ext,TC_bottom_ins_groove
93,362.6,23.04,369.14,369.52,369.7,370.54,369.98,371.95,369.65,370.35,368.84,353.03,24.76,32.43
94,362.62,23.06,369.1,369.54,369.68,370.53,369.96,371.89,369.6,370.24,368.54,352.84,24.76,32.43
95,362.65,23.07,369.03,369.52,369.66,370.51,369.94,371.83,369.53,370.16,368.26,352.72,24.76,32.43
96,362.68,23.07,369,369.51,369.65,370.5,369.92,371.77,369.46,370.09,368.07,352.65,24.76,32.43
97,362.7,23.08,368.96,369.51,369.64,370.49,369.9,371.74,369.43,370.04,367.96,352.59,24.76,32.43
98,362.71,23.07,368.91,369.49,369.64,370.49,369.89,371.71,369.4,370.04,367.88,352.56,24.76,32.43
99,362.72,23.1,368.88,369.5,369.62,370.48,369.87,371.69,369.39,370.03,367.8,352.48,24.76,32.42
100,362.74,23.12,368.82,369.5,369.61,370.45,369.84,371.66,369.39,370.03,367.64,352.38,24.76,32.42
101,362.76,23.14,368.76,369.5,369.59,370.44,369.81,371.64,369.39,369.99,367.47,352.25,24.76,32.41
102,362.77,23.15,368.71,369.51,369.6,370.42,369.81,371.62,369.39,369.88,367.38,352.18,24.76,32.4
103,362.78,23.16,368.66,369.51,369.6,370.4,369.78,371.62,369.38,369.79,367.34,352.1,24.76,32.4
104,362.78,23.18,368.6,369.49,369.6,370.38,369.76,371.6,369.36,369.72,367.36,352.01,24.76,32.4
105,362.8,23.19,368.55,369.49,369.59,370.35,369.75,371.59,369.33,369.66,367.4,351.92,24.77,32.4
106,362.8,23.18,368.51,369.47,369.59,370.31,369.72,371.58,369.32,369.62,367.45,351.81,24.76,32.41
107,362.79,23.2,368.49,369.44,369.58,370.28,369.68,371.54,369.27,369.6,367.48,351.68,24.76,32.41
108,362.79,23.2,368.49,369.41,369.57,370.24,369.66,371.5,369.24,369.63,367.53,351.62,24.76,32.41
109,362.78,23.19,368.47,369.37,369.55,370.21,369.62,371.46,369.2,369.64,367.55,351.55,24.76,32.42
110,362.77,23.15,368.42,369.33,369.53,370.17,369.57,371.43,369.12,369.63,367.53,351.49,24.76,32.41
111,362.77,23.16,368.36,369.3,369.51,370.12,369.54,371.38,369.07,369.61,367.52,351.45,24.76,32.42
112,362.77,23.18,368.26,369.27,369.49,370.08,369.5,371.35,369.03,369.61,367.5,351.42,24.76,32.41
113,362.76,23.16,368.16,369.22,369.47,370.01,369.46,371.31,368.99,369.59,367.49,351.39,24.76,32.41
114,362.75,23.12,368.08,369.18,369.45,369.94,369.4,371.27,368.97,369.58,367.49,351.36,24.76,32.42
115,362.75,23.13,367.97,369.13,369.42,369.89,369.34,371.26,368.95,369.48,367.51,351.32,24.76,32.42
116,362.73,23.16,367.9,369.09,369.39,369.84,369.29,371.23,368.93,369.41,367.53,351.29,24.77,32.43
117,362.73,23.18,367.85,369.07,369.36,369.79,369.24,371.17,368.91,369.36,367.6,351.25,24.77,32.42
118,362.74,23.21,367.75,368.99,369.3,369.73,369.16,371.11,368.81,369.33,367.67,351.16,24.76,32.41
119,362.75,23.2,367.76,368.84,369.21,369.7,369.07,371.07,368.67,369.27,367.7,351.16,24.76,32.41
120,362.77,23.2,367.89,368.75,369.15,369.64,369.02,371.01,368.62,369.2,367.7,351.24,24.76,32.42
121,362.79,23.22,367.95,368.66,369.09,369.59,368.98,370.94,368.58,369.17,367.68,351.38,24.76,32.41
122,362.81,23.2,368,368.63,369.04,369.53,368.94,370.88,368.53,369.1,367.63,351.54,24.76,32.42
123,362.83,23.19,368.07,368.63,368.97,369.48,368.88,370.83,368.48,369.04,367.58,351.66,24.76,32.43
124,362.87,23.21,368.13,368.61,368.9,369.45,368.84,370.79,368.43,368.98,367.57,351.72,24.76,32.42
125,362.9,23.21,368.18,368.55,368.83,369.39,368.79,370.74,368.38,368.92,367.51,351.74,24.76,32.42
126,362.95,23.22,368.19,368.49,368.77,369.32,368.74,370.67,368.33,368.84,367.42,351.75,24.76,32.42
127,363.01,23.21,368.26,368.41,368.7,369.27,368.67,370.62,368.24,368.77,367.32,351.72,24.76,32.42
128,363.08,23.2,368.35,368.37,368.61,369.22,368.59,370.56,368.13,368.69,367.22,351.71,24.76,32.41
129,363.12,23.19,368.4,368.35,368.56,369.16,368.55,370.49,368.05,368.59,367.17,351.72,24.76,32.41
130,363.16,23.18,368.42,368.33,368.52,369.1,368.49,370.44,367.99,368.52,367.12,351.7,24.77,32.42
131,363.21,23.18,368.43,368.32,368.49,369.04,368.43,370.38,367.93,368.44,367.09,351.68,24.77,32.42
132,363.26,23.22,368.42,368.29,368.44,368.97,368.39,370.31,367.88,368.34,367.03,351.68,24.76,32.42
133,363.31,23.23,368.42,368.26,368.41,368.93,368.35,370.26,367.83,368.28,366.95,351.68,24.76,32.42
134,363.35,23.23,368.41,368.23,368.37,368.88,368.3,370.21,367.77,368.24,366.89,351.72,24.77,32.42
135,363.4,23.22,368.41,368.21,368.33,368.83,368.25,370.15,367.73,368.21,366.83,351.76,24.77,32.43
136,363.45,23.21,368.39,368.17,368.28,368.78,368.19,370.09,367.67,368.15,366.73,351.73,24.76,32.43
137,363.5,23.18,368.38,368.13,368.22,368.74,368.12,370.04,367.6,368.1,366.66,351.68,24.76,32.43
138,363.55,23.17,368.36,368.11,368.19,368.7,368.09,369.99,367.55,368.02,366.65,351.64,24.76,32.44
139,363.58,23.15,368.35,368.07,368.16,368.66,368.04,369.92,367.47,367.93,366.59,351.59,24.77,32.44
140,363.63,23.14,368.33,368.05,368.12,368.62,367.99,369.88,367.4,367.87,366.52,351.55,24.76,32.44
141,363.66,23.13,368.32,368.04,368.08,368.58,367.96,369.83,367.34,367.8,366.47,351.5,24.77,32.45
142,363.69,23.1,368.29,368,368.06,368.54,367.92,369.77,367.32,367.75,366.44,351.5,24.77,32.45
143,363.73,23.09,368.27,367.97,368.02,368.49,367.87,369.71,367.29,367.67,366.41,351.5,24.78,32.45
144,363.77,23.11,368.25,367.96,368,368.44,367.83,369.66,367.25,367.66,366.4,351.5,24.78,32.46
145,363.82,23.1,368.25,367.92,367.96,368.42,367.78,369.63,367.18,367.63,366.33,351.52,24.77,32.45
146,363.87,23.1,368.24,367.9,367.91,368.37,367.71,369.58,367.12,367.58,366.29,351.53,24.77,32.45
147,363.89,23.09,368.22,367.9,367.89,368.34,367.68,369.53,367.08,367.58,366.27,351.48,24.78,32.47
148,363.91,23.07,368.2,367.88,367.86,368.31,367.64,369.49,367.01,367.55,366.27,351.37,24.78,32.46
149,363.92,23.05,368.17,367.89,367.84,368.27,367.6,369.43,367,367.49,366.24,351.21,24.77,32.46
150,363.94,23.06,368.14,367.88,367.82,368.24,367.56,369.38,366.97,367.44,366.21,351.06,24.77,32.45
151,363.96,23.08,368.11,367.86,367.8,368.21,367.54,369.35,366.93,367.4,366.16,350.97,24.77,32.46
152,363.98,23.09,368.09,367.85,367.78,368.18,367.51,369.31,366.89,367.42,366.11,350.89,24.77,32.46
153,363.97,23.11,368.06,367.85,367.75,368.14,367.46,369.26,366.85,367.39,366.06,350.82,24.77,32.46
154,364,23.12,368.03,367.84,367.75,368.14,367.44,369.24,366.77,367.32,366.05,350.67,24.78,32.46
155,364,23.12,367.98,367.82,367.72,368.11,367.38,369.18,366.62,367.31,366.07,350.47,24.78,32.46
156,364,23.14,367.95,367.81,367.69,368.07,367.35,369.12,366.54,367.29,366.11,350.32,24.78,32.46
157,364,23.15,367.92,367.8,367.67,368.05,367.33,369.05,366.48,367.25,366.15,350.17,24.78,32.46
158,363.99,23.15,367.89,367.78,367.65,368.01,367.29,368.98,366.43,367.24,366.16,350.03,24.77,32.46
159,363.98,23.15,367.85,367.77,367.61,367.98,367.26,368.91,366.4,367.22,366.15,349.9,24.77,32.46
160,363.98,23.15,367.82,367.76,367.59,367.94,367.21,368.84,366.4,367.2,366.14,349.77,24.78,32.46
161,363.97,23.16,367.77,367.74,367.56,367.91,367.13,368.8,366.41,367.22,366.15,349.66,24.78,32.46
162,363.96,23.16,367.71,367.71,367.54,367.83,367.08,368.74,366.4,367.21,366.14,349.55,24.77,32.45
163,363.94,23.16,367.63,367.54,367.42,367.74,366.98,368.69,366.43,367.19,366.09,349.5,24.77,32.45
164,363.93,23.16,367.57,367.36,367.33,367.66,366.9,368.66,366.43,367.17,366.09,349.57,24.78,32.45
165,363.92,23.17,367.5,367.27,367.28,367.6,366.86,368.64,366.41,367.13,366.05,349.63,24.78,32.45
166,363.92,23.15,367.46,367.2,367.22,367.56,366.83,368.63,366.4,367.09,366.02,349.68,24.77,32.45
167,363.91,23.16,367.42,367.14,367.16,367.52,366.79,368.6,366.36,367.03,365.95,349.72,24.78,32.46
168,363.91,23.14,367.38,367.08,367.12,367.47,366.76,368.58,366.34,366.98,365.89,349.77,24.78,32.45
169,363.92,23.12,367.36,367.05,367.08,367.44,366.73,368.55,366.31,366.9,365.81,349.84,24.78,32.46
170,363.93,23.12,367.36,367.02,367.05,367.41,366.71,368.53,366.27,366.85,365.74,349.9,24.79,32.46
171,363.93,23.13,367.36,366.99,367.02,367.37,366.69,368.5,366.25,366.81,365.69,349.95,24.78,32.46
172,363.93,23.15,367.35,366.93,366.95,367.34,366.63,368.46,366.18,366.77,365.5,349.91,24.78,32.46
173,363.94,23.12,367.31,366.88,366.89,367.31,366.6,368.44,366.1,366.72,365.32,349.82,24.78,32.47
174,363.94,23.1,367.31,366.86,366.87,367.29,366.59,368.42,366.06,366.63,365.2,349.71,24.79,32.47
175,363.95,23.11,367.28,366.84,366.83,367.27,366.56,368.39,366.04,366.56,365.1,349.62,24.79,32.47
176,363.95,23.12,367.28,366.83,366.81,367.24,366.54,368.35,366.03,366.49,365.01,349.53,24.78,32.47
177,363.95,23.11,367.25,366.82,366.8,367.21,366.52,368.32,366.01,366.43,364.96,349.43,24.78,32.47
178,363.94,23.1,367.23,366.8,366.77,367.19,366.49,368.28,365.98,366.38,364.91,349.26,24.78,32.47
179,363.92,23.1,367.19,366.78,366.73,367.17,366.46,368.25,365.94,366.31,364.88,349.07,24.78,32.46
180,363.92,23.12,367.17,366.77,366.72,367.14,366.44,368.22,365.91,366.28,364.8,348.87,24.78,32.47
181,363.9,23.15,367.14,366.76,366.69,367.13,366.4,368.19,365.9,366.3,364.63,348.54,24.78,32.47
182,363.89,23.16,367.1,366.74,366.67,367.11,366.36,368.17,365.89,366.32,364.57,348.26,24.78,32.47
183,363.87,23.14,367.07,366.73,366.65,367.1,366.35,368.13,365.89,366.35,364.57,348.13,24.79,32.46
184,363.86,23.15,367.06,366.72,366.63,367.08,366.32,368.09,365.86,366.37,364.58,348.04,24.79,32.46
185,363.85,23.18,367.04,366.71,366.62,367.05,366.27,368.07,365.84,366.34,364.6,347.95,24.78,32.47
186,363.84,23.18,367.02,366.7,366.61,366.99,366.21,368.03,365.81,366.25,364.62,347.87,24.79,32.46
187,363.82,23.16,366.99,366.69,366.6,366.94,366.16,368,365.78,366.13,364.66,347.76,24.79,32.47
188,363.79,23.14,366.97,366.69,366.59,366.91,366.12,367.96,365.73,366.03,364.66,347.64,24.8,32.48
189,363.78,23.14,366.94,366.67,366.58,366.88,366.07,367.92,365.65,365.95,364.65,347.52,24.79,32.46
190,363.75,23.13,366.86,366.61,366.53,366.82,365.97,367.85,365.51,365.91,364.62,347.28,24.78,32.46
191,363.74,23.14,366.77,366.5,366.44,366.73,365.88,367.78,365.43,365.94,364.65,347.22,24.79,32.45
192,363.72,23.14,366.74,366.43,366.38,366.69,365.84,367.72,365.43,365.93,364.68,347.3,24.79,32.46
193,363.72,23.15,366.72,366.37,366.32,366.63,365.81,367.69,365.42,365.91,364.68,347.41,24.78,32.44
194,363.71,23.17,366.69,366.31,366.26,366.6,365.77,367.66,365.37,365.89,364.66,347.52,24.79,32.45
195,363.7,23.15,366.67,366.27,366.23,366.55,365.76,367.62,365.35,365.88,364.65,347.66,24.78,32.45
196,363.7,23.14,366.64,366.22,366.18,366.52,365.72,367.6,365.34,365.88,364.65,347.8,24.78,32.45
197,363.69,23.13,366.62,366.17,366.13,366.49,365.7,367.58,365.31,365.87,364.64,347.92,24.78,32.44
198,363.7,23.15,366.61,366.14,366.1,366.46,365.69,367.55,365.28,365.82,364.66,347.99,24.79,32.44
199,363.69,23.16,366.59,366.1,366.05,366.43,365.66,367.52,365.25,365.79,364.62,348.07,24.78,32.44
200,363.68,23.17,366.56,366.05,365.99,366.38,365.63,367.48,365.2,365.76,364.53,348.18,24.77,32.44
201,363.67,23.18,366.54,366.03,365.96,366.35,365.59,367.45,365.18,365.72,364.46,348.27,24.77,32.44
202,363.69,23.18,366.51,366,365.93,366.32,365.57,367.42,365.15,365.68,364.4,348.34,24.77,32.43
203,363.68,23.2,366.5,365.98,365.9,366.31,365.56,367.4,365.13,365.65,364.35,348.37,24.77,32.44
204,363.68,23.21,366.49,365.96,365.87,366.28,365.53,367.38,365.1,365.58,364.29,348.4,24.78,32.44
205,363.67,23.22,366.47,365.93,365.86,366.26,365.53,367.35,365.08,365.5,364.26,348.41,24.78,32.44
206,363.65,23.2,366.45,365.93,365.83,366.23,365.51,367.32,365.05,365.41,364.23,348.38,24.79,32.44
207,363.65,23.19,366.44,365.9,365.8,366.21,365.5,367.29,365.02,365.33,364.21,348.33,24.78,32.43
208,363.64,23.2,366.42,365.89,365.78,366.19,365.47,367.26,364.98,365.29,364.15,348.21,24.79,32.45
209,363.62,23.2,366.39,365.87,365.75,366.17,365.44,367.24,364.92,365.24,364.14,348.08,24.79,32.45
210,363.61,23.19,366.37,365.86,365.73,366.16,365.43,367.22,364.91,365.22,364.13,347.98,24.78,32.45
211,363.6,23.19,366.36,365.85,365.72,366.14,365.41,367.19,364.91,365.21,364.08,347.87,24.78,32.44
212,363.59,23.2,366.35,365.85,365.7,366.09,365.39,367.16,364.89,365.22,363.99,347.72,24.78,32.44
213,363.57,23.2,366.33,365.83,365.68,366.01,365.34,367.14,364.89,365.26,363.88,347.58,24.78,32.44
214,363.55,23.21,366.31,365.83,365.66,365.93,365.29,367.11,364.88,365.3,363.83,347.43,24.77,32.44
215,363.54,23.22,366.27,365.81,365.63,365.87,365.23,367.09,364.88,365.33,363.84,347.28,24.79,32.44
216,363.53,23.22,366.25,365.8,365.62,365.8,365.16,367.06,364.89,365.38,363.89,347.13,24.79,32.45
217,363.51,23.22,366.22,365.76,365.58,365.75,365.06,367.03,364.9,365.39,363.97,346.98,24.78,32.44
218,363.48,23.21,366.15,365.69,365.5,365.67,364.95,366.98,364.9,365.41,364,346.88,24.78,32.44
219,363.46,23.2,366.1,365.64,365.44,365.61,364.91,366.95,364.91,365.42,364.01,346.83,24.77,32.44
220,363.44,23.19,366.05,365.6,365.37,365.56,364.86,366.94,364.9,365.45,364.02,346.75,24.79,32.45
221,363.42,23.21,365.98,365.54,365.31,365.5,364.81,366.91,364.89,365.45,364,346.61,24.79,32.45
222,363.39,23.18,365.93,365.47,365.26,365.47,364.78,366.9,364.88,365.44,363.97,346.43,24.79,32.45
223,363.37,23.18,365.88,365.4,365.21,365.43,364.76,366.89,364.87,365.44,363.89,346.28,24.79,32.45
224,363.37,23.19,365.84,365.33,365.18,365.39,364.75,366.87,364.85,365.41,363.81,346.17,24.79,32.46
225,363.34,23.19,365.78,365.27,365.14,365.37,364.73,366.85,364.81,365.33,363.71,346.09,24.79,32.45
226,363.3,23.2,365.71,365.2,365.07,365.35,364.72,366.82,364.68,365.25,363.58,346.12,24.79,32.45
227,363.27,23.19,365.62,365.1,365.02,365.32,364.7,366.78,364.57,365.16,363.58,346.36,24.79,32.45
228,363.24,23.19,365.58,365.04,364.98,365.32,364.68,366.73,364.49,365.07,363.6,346.54,24.79,32.45
229,363.23,23.18,365.56,365,364.95,365.3,364.67,366.68,364.42,364.99,363.62,346.73,24.79,32.45
230,363.21,23.16,365.54,364.96,364.92,365.27,364.64,366.63,364.36,364.91,363.55,346.84,24.78,32.44
231,363.19,23.15,365.52,364.94,364.89,365.26,364.61,366.6,364.32,364.86,363.52,346.96,24.78,32.45
232,363.17,23.14,365.5,364.92,364.86,365.23,364.58,366.55,364.26,364.8,363.51,347.11,24.78,32.45
233,363.17,23.13,365.48,364.89,364.83,365.2,364.57,366.51,364.22,364.76,363.51,347.25,24.77,32.45
234,363.14,23.13,365.47,364.89,364.81,365.18,364.54,366.47,364.19,364.72,363.49,347.35,24.79,32.45
235,363.13,23.14,365.44,364.86,364.77,365.16,364.49,366.42,364.14,364.69,363.49,347.51,24.78,32.45
236,363.11,23.14,365.43,364.84,364.74,365.13,364.46,366.38,364.07,364.65,363.47,347.67,24.78,32.45
237,363.09,23.13,365.4,364.81,364.7,365.1,364.42,366.33,364.02,364.59,363.41,347.72,24.79,32.46
